出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格
2025-01-23 Thursday,上午8:20,TPE,上午10:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Airbus A320neo,CX 407,經濟艙,"$8,599"
2025-01-23 Thursday,晚上9:15,TPE,晚上11:25,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Airbus A320neo,CX 479,經濟艙,"$8,599"
2025-01-23 Thursday,上午9:50,TPE,上午11:50,HKG,國泰航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CX 469,經濟艙,"$12,839"
2025-01-23 Thursday,上午10:45,TPE,下午1:00,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A320neo,CX 489,經濟艙,"$12,839"
2025-01-23 Thursday,中午12:25,TPE,下午2:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 461,經濟艙,"$12,839"
2025-01-23 Thursday,晚上8:15,TPE,晚上10:20,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 531,豪華經濟艙,"$13,169"
2025-01-23 Thursday,下午1:20,TPE,下午3:25,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 495,經濟艙,"$13,269"
出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格
2025-01-24 Friday,下午2:10,TPE,下午4:05,HKG,香港快運航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,UO 111,經濟艙,"$2,428"
2025-01-24 Friday,下午3:45,TPE,下午6:05,HKG,香港航空,直達航班。,Non-stop,2 小時 20 分鐘,No,Airbus A320neo,HX 255,經濟艙,"$3,447"
2025-01-24 Friday,上午10:50,TPE,中午12:50,HKG,Greater Bay Airlines,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HB 703,經濟艙,"$3,753"
2025-01-24 Friday,下午2:50,TPE,下午4:55,HKG,香港快運航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,UO 113,經濟艙,"$2,428"
2025-01-24 Friday,下午5:40,TPE,晚上7:35,HKG,香港快運航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,UO 115,經濟艙,"$2,428"
2025-01-24 Friday,晚上9:10,TPE,晚上11:10,HKG,香港快運航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,UO 117,經濟艙,"$2,428"
2025-01-24 Friday,下午4:55,TPE,晚上7:00,HKG,中華航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CI 919,經濟艙,"$3,601"
2025-01-24 Friday,下午6:10,TPE,晚上8:10,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CI 923,經濟艙,"$3,601"
2025-01-24 Friday,下午4:35,TPE,下午6:30,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,BR 871,經濟艙,"$3,724"
2025-01-24 Friday,晚上9:20,TPE,晚上11:20,HKG,Greater Bay Airlines,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HB 705,經濟艙,"$4,225"
2025-01-24 Friday,上午11:55,TPE,下午1:55,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HX 253,經濟艙,"$4,254"
2025-01-24 Friday,下午2:30,TPE,下午4:30,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CI 915,經濟艙,"$4,423"
2025-01-24 Friday,中午12:25,TPE,下午2:20,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,BR 869,經濟艙,"$4,511"
2025-01-24 Friday,下午2:25,TPE,下午4:25,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,BR 855,經濟艙,"$4,511"
2025-01-24 Friday,下午6:10,TPE,晚上8:05,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,BR 857,經濟艙,"$4,511"
2025-01-24 Friday,晚上7:00,TPE,晚上8:50,HKG,長榮航空,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A320neo,BR 809,經濟艙,"$4,511"
2025-01-24 Friday,晚上9:45,TPE,晚上11:45,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HX 283,經濟艙,"$4,943"
2025-01-24 Friday,晚上8:25,TPE,晚上10:25,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HX 285,經濟艙,"$5,152"
2025-01-24 Friday,晚上9:10,TPE,晚上11:00,HKG,中華航空,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A320neo,CI 921,經濟艙,"$5,323"
2025-01-24 Friday,清晨7:00,TPE,上午9:00,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,BR 891,經濟艙,"$5,443"
2025-01-24 Friday,上午9:50,TPE,上午11:50,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,BR 867,經濟艙,"$5,443"
2025-01-24 Friday,清晨7:15,TPE,上午9:15,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CI 601,經濟艙,"$5,483"
2025-01-24 Friday,下午6:35,TPE,晚上8:40,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 473,經濟艙,"$5,579"
2025-01-24 Friday,晚上7:30,TPE,晚上9:35,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 565,經濟艙,"$5,579"
2025-01-24 Friday,晚上7:40,TPE,晚上9:45,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 451,經濟艙,"$5,579"
2025-01-24 Friday,下午4:30,TPE,下午6:30,HKG,星宇航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,JX 235,經濟艙,"$5,671"
2025-01-24 Friday,下午1:20,TPE,下午3:25,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 495,經濟艙,"$6,809"
2025-01-24 Friday,下午3:50,TPE,下午5:55,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 443,經濟艙,"$6,809"
2025-01-24 Friday,上午8:05,TPE,上午10:10,HKG,星宇航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,JX 233,經濟艙,"$6,932"
2025-01-24 Friday,上午8:05,TPE,上午10:05,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,BR 851,經濟艙,"$7,172"
2025-01-24 Friday,上午8:05,TPE,上午10:05,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CI 903,經濟艙,"$7,177"
2025-01-24 Friday,上午10:50,TPE,中午12:55,HKG,中華航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CI 909,經濟艙,"$7,177"
2025-01-24 Friday,上午10:45,TPE,下午1:00,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A320neo,CX 489,經濟艙,"$8,599"
2025-01-24 Friday,晚上9:15,TPE,晚上11:25,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Airbus A320neo,CX 479,經濟艙,"$8,599"
2025-01-24 Friday,上午9:50,TPE,上午11:50,HKG,國泰航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CX 469,經濟艙,"$10,829"
2025-01-24 Friday,中午12:25,TPE,下午2:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 461,經濟艙,"$10,829"
2025-01-24 Friday,上午8:20,TPE,上午10:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Airbus A320neo,CX 407,經濟艙,"$12,839"
2025-01-24 Friday,下午5:00,TPE,晚上7:05,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 421,經濟艙,"$12,839"
2025-01-24 Friday,晚上8:15,TPE,晚上10:20,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 531,商務艙,"$14,279"
出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格
2025-01-25 Saturday,下午5:40,TPE,晚上7:35,HKG,香港快運航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,UO 115,經濟艙,"$3,248"
2025-01-25 Saturday,晚上8:25,TPE,晚上10:25,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HX 285,經濟艙,"$3,357"
2025-01-25 Saturday,晚上10:30,TPE,"凌晨12:20 (星期日, 1月 26)",HKG,中華航空,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A320neo,CI 607,經濟艙,"$3,601"
2025-01-25 Saturday,晚上9:10,TPE,晚上11:10,HKG,香港快運航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,UO 117,經濟艙,"$3,168"
2025-01-25 Saturday,下午2:50,TPE,下午4:55,HKG,香港快運航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,UO 113,經濟艙,"$3,658"
2025-01-25 Saturday,晚上9:45,TPE,晚上11:45,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HX 283,經濟艙,"$4,044"
2025-01-25 Saturday,下午2:10,TPE,下午4:05,HKG,香港快運航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,UO 111,經濟艙,"$4,158"
2025-01-25 Saturday,晚上9:20,TPE,晚上11:20,HKG,Greater Bay Airlines,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HB 705,經濟艙,"$4,225"
2025-01-25 Saturday,下午6:10,TPE,晚上8:10,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CI 923,經濟艙,"$4,423"
2025-01-25 Saturday,下午6:10,TPE,晚上8:05,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,BR 857,經濟艙,"$4,511"
2025-01-25 Saturday,下午3:45,TPE,下午6:05,HKG,香港航空,直達航班。,Non-stop,2 小時 20 分鐘,No,Airbus A320neo,HX 255,經濟艙,"$4,943"
2025-01-25 Saturday,下午4:55,TPE,晚上7:00,HKG,中華航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CI 919,經濟艙,"$5,323"
2025-01-25 Saturday,下午4:35,TPE,下午6:30,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,BR 871,經濟艙,"$5,443"
2025-01-25 Saturday,晚上7:30,TPE,晚上9:35,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 565,經濟艙,"$5,579"
2025-01-25 Saturday,晚上7:40,TPE,晚上9:45,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 451,經濟艙,"$5,579"
2025-01-25 Saturday,下午4:30,TPE,下午6:30,HKG,星宇航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,JX 235,經濟艙,"$5,671"
2025-01-25 Saturday,下午6:35,TPE,晚上8:40,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 473,經濟艙,"$6,809"
2025-01-25 Saturday,晚上9:15,TPE,晚上11:25,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Airbus A320neo,CX 479,經濟艙,"$6,809"
2025-01-25 Saturday,上午10:50,TPE,中午12:50,HKG,Greater Bay Airlines,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HB 703,經濟艙,"$7,197"
2025-01-25 Saturday,上午11:55,TPE,下午1:55,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,HX 253,經濟艙,"$8,558"
2025-01-25 Saturday,晚上8:15,TPE,晚上10:20,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 531,經濟艙,"$8,599"
2025-01-25 Saturday,上午8:05,TPE,上午10:10,HKG,星宇航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,JX 233,經濟艙,"$8,760"
2025-01-25 Saturday,清晨7:00,TPE,上午9:00,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,BR 891,經濟艙,"$8,978"
2025-01-25 Saturday,上午9:50,TPE,上午11:50,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,BR 867,經濟艙,"$8,978"
2025-01-25 Saturday,中午12:25,TPE,下午2:20,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,BR 869,經濟艙,"$8,978"
2025-01-25 Saturday,下午2:25,TPE,下午4:25,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,BR 855,經濟艙,"$8,978"
2025-01-25 Saturday,下午2:30,TPE,下午4:30,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CI 915,經濟艙,"$11,227"
2025-01-25 Saturday,上午10:45,TPE,下午1:00,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A320neo,CX 489,經濟艙,"$12,839"
2025-01-25 Saturday,清晨7:15,TPE,上午9:15,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CI 601,經濟艙,"$13,175"
2025-01-25 Saturday,上午8:05,TPE,上午10:05,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CI 903,經濟艙,"$13,175"
2025-01-25 Saturday,上午10:50,TPE,中午12:55,HKG,中華航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CI 909,經濟艙,"$13,175"
2025-01-25 Saturday,上午8:05,TPE,上午10:05,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,BR 851,經濟艙,"$13,356"
2025-01-25 Saturday,上午8:20,TPE,上午10:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Airbus A320neo,CX 407,商務艙,"$14,279"
2025-01-25 Saturday,上午9:50,TPE,上午11:50,HKG,國泰航空,直達航班。,Non-stop,2 小時,No,Airbus A320neo,CX 469,商務艙,"$14,279"
2025-01-25 Saturday,中午12:25,TPE,下午2:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 461,商務艙,"$14,279"
2025-01-25 Saturday,下午1:20,TPE,下午3:25,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 495,商務艙,"$14,279"
2025-01-25 Saturday,下午3:50,TPE,下午5:55,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A320neo,CX 443,商務艙,"$14,279"
2025-01-25 Saturday,上午9:50,TPE,中午12:05,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A320neo,CX 499,商務艙,"$15,759"
出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格
2025-01-26 Sunday,晚上10:20,TPE,"凌晨12:20 (星期一, 1月 27)",HKG,Greater Bay Airlines,直達航班。,Non-stop,2 小時,No,Boeing 737,HB 707,經濟艙,"$2,291"
2025-01-26 Sunday,下午2:05,TPE,下午4:05,HKG,香港快運航空,直達航班。,Non-stop,2 小時,No,Boeing 737,UO 111,經濟艙,"$2,838"
2025-01-26 Sunday,下午4:35,TPE,下午6:30,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 737,BR 871,經濟艙,"$3,724"
2025-01-26 Sunday,晚上9:20,TPE,晚上11:20,HKG,Greater Bay Airlines,直達航班。,Non-stop,2 小時,No,Boeing 737,HB 705,經濟艙,"$2,592"
2025-01-26 Sunday,下午2:50,TPE,下午4:55,HKG,香港快運航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,UO 113,經濟艙,"$2,838"
2025-01-26 Sunday,下午5:40,TPE,晚上7:35,HKG,香港快運航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 737,UO 115,經濟艙,"$2,838"
2025-01-26 Sunday,晚上9:10,TPE,晚上11:10,HKG,香港快運航空,直達航班。,Non-stop,2 小時,No,Boeing 737,UO 117,經濟艙,"$2,838"
2025-01-26 Sunday,晚上9:45,TPE,晚上11:45,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Boeing 737,HX 283,經濟艙,"$3,147"
2025-01-26 Sunday,晚上8:25,TPE,晚上10:25,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Boeing 737,HX 285,經濟艙,"$3,357"
2025-01-26 Sunday,下午4:55,TPE,晚上7:00,HKG,中華航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CI 919,經濟艙,"$3,601"
2025-01-26 Sunday,下午6:10,TPE,晚上8:10,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Boeing 737,CI 923,經濟艙,"$3,601"
2025-01-26 Sunday,晚上9:10,TPE,晚上11:00,HKG,中華航空,直達航班。,Non-stop,1 小時 50 分鐘,No,Boeing 737,CI 921,經濟艙,"$3,601"
2025-01-26 Sunday,下午6:10,TPE,晚上8:05,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 737,BR 857,經濟艙,"$3,724"
2025-01-26 Sunday,清晨7:00,TPE,上午9:00,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Boeing 737,BR 891,經濟艙,"$4,511"
2025-01-26 Sunday,上午8:05,TPE,上午10:05,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Boeing 737,BR 851,經濟艙,"$4,511"
2025-01-26 Sunday,下午2:25,TPE,下午4:25,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Boeing 737,BR 855,經濟艙,"$4,511"
2025-01-26 Sunday,下午5:00,TPE,晚上7:05,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CX 421,經濟艙,"$4,519"
2025-01-26 Sunday,下午6:35,TPE,晚上8:40,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CX 473,經濟艙,"$4,519"
2025-01-26 Sunday,晚上7:30,TPE,晚上9:35,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CX 565,經濟艙,"$4,519"
2025-01-26 Sunday,晚上7:40,TPE,晚上9:45,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CX 451,經濟艙,"$4,519"
2025-01-26 Sunday,晚上8:15,TPE,晚上10:20,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CX 531,經濟艙,"$4,519"
2025-01-26 Sunday,晚上9:15,TPE,晚上11:25,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 737,CX 479,經濟艙,"$4,519"
2025-01-26 Sunday,上午10:50,TPE,中午12:50,HKG,Greater Bay Airlines,直達航班。,Non-stop,2 小時,No,Boeing 737,HB 703,經濟艙,"$4,801"
2025-01-26 Sunday,下午3:45,TPE,下午6:05,HKG,香港航空,直達航班。,Non-stop,2 小時 20 分鐘,No,Boeing 737,HX 255,經濟艙,"$4,943"
2025-01-26 Sunday,上午11:55,TPE,下午1:55,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Boeing 737,HX 253,經濟艙,"$5,152"
2025-01-26 Sunday,中午12:25,TPE,下午2:20,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 737,BR 869,經濟艙,"$5,443"
2025-01-26 Sunday,上午8:20,TPE,上午10:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 737,CX 407,經濟艙,"$5,579"
2025-01-26 Sunday,下午4:30,TPE,下午6:30,HKG,星宇航空,直達航班。,Non-stop,2 小時,No,Boeing 737,JX 235,經濟艙,"$5,671"
2025-01-26 Sunday,上午9:50,TPE,上午11:50,HKG,國泰航空,直達航班。,Non-stop,2 小時,No,Boeing 737,CX 469,經濟艙,"$6,809"
2025-01-26 Sunday,上午10:45,TPE,下午1:00,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Boeing 737,CX 489,經濟艙,"$6,809"
2025-01-26 Sunday,下午1:20,TPE,下午3:25,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CX 495,經濟艙,"$6,809"
2025-01-26 Sunday,上午8:05,TPE,上午10:10,HKG,星宇航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,JX 233,經濟艙,"$6,932"
2025-01-26 Sunday,上午9:50,TPE,上午11:50,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Boeing 737,BR 867,經濟艙,"$7,172"
2025-01-26 Sunday,下午2:30,TPE,下午4:30,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Boeing 737,CI 915,經濟艙,"$7,177"
2025-01-26 Sunday,中午12:25,TPE,下午2:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CX 461,經濟艙,"$8,599"
2025-01-26 Sunday,上午8:05,TPE,上午10:05,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Boeing 737,CI 903,經濟艙,"$11,227"
2025-01-26 Sunday,上午10:50,TPE,中午12:55,HKG,中華航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CI 909,經濟艙,"$11,227"
2025-01-26 Sunday,清晨7:15,TPE,上午9:15,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Boeing 737,CI 601,經濟艙,"$13,175"
2025-01-26 Sunday,下午3:50,TPE,下午5:55,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 737,CX 443,商務艙,"$24,791"
出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格
2025-01-27 Monday,下午2:50,TPE,下午4:55,HKG,香港快運航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321,UO 113,經濟艙,"$2,758"
2025-01-27 Monday,上午11:55,TPE,下午1:55,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A321,HX 253,經濟艙,"$3,058"
2025-01-27 Monday,中午12:25,TPE,下午2:20,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,BR 869,經濟艙,"$3,724"
2025-01-27 Monday,下午3:45,TPE,下午6:05,HKG,香港航空,直達航班。,Non-stop,2 小時 20 分鐘,No,Airbus A321,HX 255,經濟艙,"$3,147"
2025-01-27 Monday,晚上9:45,TPE,晚上11:45,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A321,HX 283,經濟艙,"$3,147"
2025-01-27 Monday,下午2:05,TPE,下午4:05,HKG,香港快運航空,直達航班。,Non-stop,2 小時,No,Airbus A321,UO 111,經濟艙,"$3,168"
2025-01-27 Monday,下午5:40,TPE,晚上7:35,HKG,香港快運航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,UO 115,經濟艙,"$3,248"
2025-01-27 Monday,晚上9:10,TPE,晚上11:10,HKG,香港快運航空,直達航班。,Non-stop,2 小時,No,Airbus A321,UO 117,經濟艙,"$3,248"
2025-01-27 Monday,晚上9:20,TPE,晚上11:20,HKG,Greater Bay Airlines,直達航班。,Non-stop,2 小時,No,Airbus A321,HB 705,經濟艙,"$3,366"
2025-01-27 Monday,清晨7:15,TPE,上午9:15,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A321,CI 601,經濟艙,"$3,601"
2025-01-27 Monday,下午2:30,TPE,下午4:30,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A321,CI 915,經濟艙,"$3,601"
2025-01-27 Monday,下午4:55,TPE,晚上7:00,HKG,中華航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321,CI 919,經濟艙,"$3,601"
2025-01-27 Monday,下午6:10,TPE,晚上8:10,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A321,CI 923,經濟艙,"$3,601"
2025-01-27 Monday,晚上10:30,TPE,"凌晨12:20 (星期二, 1月 28)",HKG,中華航空,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321,CI 607,經濟艙,"$3,601"
2025-01-27 Monday,清晨7:00,TPE,上午9:00,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A321,BR 891,經濟艙,"$3,724"
2025-01-27 Monday,下午2:25,TPE,下午4:25,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A321,BR 855,經濟艙,"$3,724"
2025-01-27 Monday,下午4:35,TPE,下午6:30,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,BR 871,經濟艙,"$3,724"
2025-01-27 Monday,下午6:10,TPE,晚上8:05,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,BR 857,經濟艙,"$3,724"
2025-01-27 Monday,晚上7:00,TPE,晚上8:50,HKG,長榮航空,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321,BR 809,經濟艙,"$3,724"
2025-01-27 Monday,晚上8:25,TPE,晚上10:25,HKG,香港航空,直達航班。,Non-stop,2 小時,No,Airbus A321,HX 285,經濟艙,"$4,254"
2025-01-27 Monday,上午8:05,TPE,上午10:05,HKG,中華航空,直達航班。,Non-stop,2 小時,No,Airbus A321,CI 903,經濟艙,"$4,423"
2025-01-27 Monday,上午10:50,TPE,中午12:55,HKG,中華航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321,CI 909,經濟艙,"$4,423"
2025-01-27 Monday,上午8:05,TPE,上午10:05,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A321,BR 851,經濟艙,"$4,511"
2025-01-27 Monday,上午9:50,TPE,上午11:50,HKG,長榮航空,直達航班。,Non-stop,2 小時,No,Airbus A321,BR 867,經濟艙,"$4,511"
2025-01-27 Monday,上午8:20,TPE,上午10:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Airbus A321,CX 407,經濟艙,"$4,519"
2025-01-27 Monday,上午9:50,TPE,上午11:50,HKG,國泰航空,直達航班。,Non-stop,2 小時,No,Airbus A321,CX 469,經濟艙,"$4,519"
2025-01-27 Monday,上午9:50,TPE,中午12:05,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A321,CX 499,經濟艙,"$4,519"
2025-01-27 Monday,上午10:45,TPE,下午1:00,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A321,CX 489,經濟艙,"$4,519"
2025-01-27 Monday,中午12:25,TPE,下午2:30,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321,CX 461,經濟艙,"$4,519"
2025-01-27 Monday,下午3:50,TPE,下午5:55,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321,CX 443,經濟艙,"$4,519"
2025-01-27 Monday,下午5:00,TPE,晚上7:05,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321,CX 421,經濟艙,"$4,519"
2025-01-27 Monday,下午6:35,TPE,晚上8:40,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321,CX 473,經濟艙,"$4,519"
