出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格歷史
12月21日 週六,上午8:05。,TPE,上午10:05。,HKG,長榮航空,直達航班。,Non-stop,未找到飛行時間,No,Airbus A321,BR 851,經濟艙,"08/21 - $4,273, 08/22 - $4,271, 08/23 - $4,271, 08/24 - $4,273, 08/25 - $4,273, 08/26 - $4,273, 08/27 - $4,267, 08/28 - $4,266, 08/29 - $3,990, 08/30 - $3,993, 08/31 - $4,964, 09/01 - $4,963, 09/02 - $4,963, 09/03 - $4,968, 09/04 - $4,970, 09/05 - $4,972, 09/06 - $4,973, 09/07 - $4,970, 09/08 - $4,890, 09/09 - $4,890, 09/10 - $3,916, 09/11 - $3,918, 09/12 - $3,922, 09/13 - $3,920, 09/14 - $3,920, 09/15 - $3,920, 09/16 - $3,920, 09/17 - $3,913, 09/18 - $3,908, 09/19 - $3,910, 09/20 - $3,913, 09/21 - $3,913, 09/22 - $3,889, 09/23 - $3,889, 09/24 - $4,164, 09/25 - $4,167, 09/26 - $4,162, 09/27 - $4,161, 09/28 - $4,157, 09/29 - $4,157, 09/30 - $4,157, 10/01 - $4,148, 10/02 - $4,152, 10/03 - $4,159, 10/04 - $4,161, 10/05 - $4,167, 10/06 - $4,167, 10/07 - $4,167, 10/08 - $4,178, 10/09 - $4,173, 10/10 - $4,174, 10/11 - $4,175, 10/12 - $4,176, 10/13 - $4,176, 10/14 - $4,176, 10/15 - $3,595, 10/16 - $3,597, 10/17 - $3,597, 10/18 - $3,597, 10/19 - $3,595, "
12月21日 週六,上午9:50。,TPE,上午11:50。,HKG,長榮航空,直達航班。,Non-stop,未找到飛行時間,No,Airbus A330,BR 867,未找到艙等,
12月21日 週六,中午12:25。,TPE,下午2:20。,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A330,BR 869,經濟艙,"08/21 - $4,273, 08/22 - $4,271, 08/23 - $4,271, 08/24 - $4,273, 08/25 - $4,273, 08/26 - $4,273, 08/27 - $4,267, 08/28 - $4,266, 08/29 - $3,990, 08/30 - $3,993, 08/31 - $3,990, 09/01 - $3,990, 09/02 - $3,990, 09/03 - $3,995, 09/04 - $3,997, 09/05 - $3,999, 09/06 - $4,000, 09/07 - $3,997, 09/08 - $3,917, 09/09 - $3,917, 09/10 - $3,916, 09/11 - $3,918, 09/12 - $3,922, 09/13 - $3,920, 09/14 - $3,920, 09/15 - $3,920, 09/16 - $3,920, 09/17 - $3,913, 09/18 - $3,908, 09/19 - $3,910, 09/20 - $3,913, 09/21 - $3,913, 09/22 - $3,889, 09/23 - $3,889, 09/24 - $3,889, 09/25 - $4,167, 09/26 - $4,162, 09/27 - $4,161, 09/28 - $4,157, 09/29 - $4,157, 09/30 - $4,157, 10/01 - $4,148, 10/02 - $4,152, 10/03 - $4,159, 10/04 - $4,161, 10/05 - $4,167, 10/06 - $4,167, 10/07 - $4,167, 10/08 - $4,178, 10/09 - $4,173, 10/10 - $4,174, 10/11 - $4,175, 10/12 - $4,176, 10/13 - $4,176, 10/14 - $4,176, 10/15 - $3,595, 10/16 - $3,597, 10/17 - $3,597, 10/18 - $3,597, 10/19 - $3,595, "
12月21日 週六,下午2:25。,TPE,下午4:25。,HKG,長榮航空,直達航班。,Non-stop,未找到飛行時間,No,Airbus A321,BR 855,經濟艙,"08/21 - $4,273, 08/22 - $4,271, 08/23 - $4,271, 08/24 - $4,273, 08/25 - $4,273, 08/26 - $4,273, 08/27 - $4,267, 08/28 - $4,266, 08/29 - $3,990, 08/30 - $3,993, 08/31 - $3,990, 09/01 - $3,990, 09/02 - $3,990, 09/03 - $3,995, 09/04 - $3,997, 09/05 - $3,999, 09/06 - $4,000, 09/07 - $3,997, 09/08 - $3,917, 09/09 - $3,917, 09/10 - $3,916, 09/11 - $3,918, 09/12 - $3,922, 09/13 - $3,920, 09/14 - $3,920, 09/15 - $3,920, 09/16 - $3,920, 09/17 - $3,913, 09/18 - $3,908, 09/19 - $3,910, 09/20 - $3,913, 09/21 - $3,913, 09/22 - $3,889, 09/23 - $3,889, 09/24 - $4,164, 09/25 - $4,167, 09/26 - $4,162, 09/27 - $4,161, 09/28 - $4,157, 09/29 - $4,157, 09/30 - $4,157, 10/01 - $4,148, 10/02 - $4,152, 10/03 - $4,159, 10/04 - $4,161, 10/05 - $4,167, 10/06 - $4,167, 10/07 - $4,167, 10/08 - $4,178, 10/09 - $4,173, 10/10 - $4,174, 10/11 - $4,175, 10/12 - $4,176, 10/13 - $4,176, 10/14 - $4,176, 10/15 - $3,595, 10/16 - $3,597, 10/17 - $3,597, 10/18 - $3,597, 10/19 - $3,595, "
12月21日 週六,下午4:35。,TPE,下午6:30。,HKG,長榮航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,BR 871,經濟艙,"08/21 - $4,273, 08/22 - $4,271, 08/23 - $4,271, 08/24 - $4,273, 08/25 - $4,273, 08/26 - $4,273, 08/27 - $4,267, 08/28 - $4,266, 08/29 - $3,990, 08/30 - $3,993, 08/31 - $3,990, 09/01 - $3,990, 09/02 - $3,990, 09/03 - $3,995, 09/04 - $3,997, 09/05 - $3,999, 09/06 - $4,000, 09/07 - $3,997, 09/08 - $3,917, 09/09 - $3,917, 09/10 - $3,916, 09/11 - $3,918, 09/12 - $3,922, 09/13 - $3,920, 09/14 - $3,920, 09/15 - $3,920, 09/16 - $3,920, 09/17 - $3,913, 09/18 - $3,908, 09/19 - $3,910, 09/20 - $3,913, 09/21 - $3,913, 09/22 - $3,889, 09/23 - $3,889, 09/24 - $4,164, 09/25 - $4,164, 09/26 - $4,162, 09/27 - $4,161, 09/28 - $4,157, 09/29 - $4,157, 09/30 - $4,157, 10/01 - $4,148, 10/02 - $4,152, 10/03 - $4,159, 10/04 - $4,161, 10/05 - $4,167, 10/06 - $4,167, 10/07 - $4,167, 10/08 - $4,178, 10/09 - $4,173, 10/10 - $4,174, 10/11 - $4,175, 10/12 - $4,176, 10/13 - $4,176, 10/14 - $4,176, 10/15 - $3,595, 10/16 - $3,597, 10/17 - $3,597, 10/18 - $3,597, 10/19 - $3,595, "
null,null,未找到出發機場代碼,null,未找到抵達機場代碼,null,Non-stop,未找到停留時間,null,No,null,未找到航班代碼,未找到艙等,
12月21日 週六,上午8:20。,TPE,上午10:30。,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,CX 407,經濟艙,"08/20 - $4,574, 08/21 - $4,568, 08/22 - $4,567, 08/23 - $4,566, 08/24 - $4,568, 08/25 - $4,568, 08/26 - $4,568, 08/27 - $4,564, 08/28 - $4,564, 08/29 - $4,566, 08/30 - $4,568, 08/31 - $4,566, 09/01 - $4,378, 09/02 - $4,378, 09/03 - $4,380, 09/04 - $4,381, 09/05 - $4,382, 09/06 - $4,383, 09/07 - $4,381, 09/08 - $4,381, 09/09 - $4,381, 09/10 - $4,381, 09/11 - $4,382, 09/12 - $4,383, 09/13 - $4,383, 09/14 - $4,383, 09/15 - $4,383, 09/16 - $4,383, 09/17 - $4,379, 09/18 - $4,377, 09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,379, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,371, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,上午9:50。,TPE,上午11:50。,HKG,國泰航空,直達航班。,Non-stop,未找到飛行時間,No,Airbus A330,CX 469,經濟艙,"09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,上午9:50。,TPE,中午12:05。,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A350,CX 499,經濟艙,"08/20 - $4,574, 08/21 - $4,568, 08/22 - $4,567, 08/23 - $4,566, 08/24 - $4,568, 08/25 - $4,568, 08/26 - $4,568, 08/27 - $4,564, 08/28 - $4,564, 08/29 - $4,566, 08/30 - $4,568, 08/31 - $4,566, 09/01 - $4,378, 09/02 - $4,378, 09/03 - $4,380, 09/04 - $4,381, 09/05 - $4,382, 09/06 - $4,383, 09/07 - $4,381, 09/08 - $4,381, 09/09 - $4,381, 09/10 - $4,381, 09/11 - $4,382, 09/12 - $4,383, 09/13 - $4,383, 09/14 - $4,383, 09/15 - $4,383, 09/16 - $4,383, 09/17 - $4,379, 09/18 - $4,377, 09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,上午10:45。,TPE,下午1:00。,HKG,國泰航空,直達航班。,Non-stop,2 小時 15 分鐘,No,Boeing 777,CX 489,經濟艙,"08/20 - $4,574, 08/21 - $4,568, 08/22 - $4,567, 08/23 - $4,566, 08/24 - $4,568, 08/25 - $4,568, 08/26 - $4,568, 08/27 - $4,564, 08/28 - $4,564, 08/29 - $4,566, 08/30 - $4,568, 08/31 - $4,566, 09/01 - $4,378, 09/02 - $4,378, 09/03 - $4,380, 09/04 - $4,381, 09/05 - $4,382, 09/06 - $4,383, 09/07 - $4,381, 09/08 - $4,381, 09/09 - $4,381, 09/10 - $4,381, 09/11 - $4,382, 09/12 - $4,383, 09/13 - $4,383, 09/14 - $4,383, 09/15 - $4,383, 09/16 - $4,383, 09/17 - $4,379, 09/18 - $4,377, 09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,中午12:25。,TPE,下午2:30。,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,CX 461,經濟艙,"09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,下午1:20。,TPE,下午3:25。,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,CX 495,未找到艙等,
12月21日 週六,下午3:50。,TPE,下午5:55。,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,CX 443,經濟艙,"08/20 - $4,574, 08/21 - $4,568, 08/22 - $4,567, 08/23 - $4,566, 08/24 - $4,568, 08/25 - $4,568, 08/26 - $4,568, 08/27 - $4,564, 08/28 - $4,564, 08/29 - $4,566, 08/30 - $4,568, 08/31 - $4,566, 09/01 - $4,378, 09/02 - $4,378, 09/03 - $4,380, 09/04 - $4,381, 09/05 - $4,382, 09/06 - $4,383, 09/07 - $4,381, 09/08 - $4,381, 09/09 - $4,381, 09/10 - $4,381, 09/11 - $4,382, 09/12 - $4,383, 09/13 - $4,383, 09/14 - $4,383, 09/15 - $4,383, 09/16 - $4,383, 09/17 - $4,379, 09/18 - $4,377, 09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,下午5:00。,TPE,晚上7:05。,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,CX 421,經濟艙,"09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,下午6:35。,TPE,晚上8:40。,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,CX 473,經濟艙,"08/20 - $4,574, 08/21 - $4,568, 08/22 - $4,567, 08/23 - $4,566, 08/24 - $4,568, 08/25 - $4,568, 08/26 - $4,568, 08/27 - $4,564, 08/28 - $4,564, 08/29 - $4,566, 08/30 - $4,568, 08/31 - $4,566, 09/01 - $4,378, 09/02 - $4,378, 09/03 - $4,380, 09/04 - $4,380, 09/05 - $4,382, 09/06 - $4,383, 09/07 - $4,381, 09/08 - $4,381, 09/09 - $4,381, 09/10 - $4,381, 09/11 - $4,382, 09/12 - $4,383, 09/13 - $4,383, 09/14 - $4,383, 09/15 - $4,383, 09/16 - $4,383, 09/17 - $4,379, 09/18 - $4,377, 09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,晚上7:30。,TPE,晚上9:35。,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,CX 565,經濟艙,"08/20 - $4,574, 08/21 - $4,568, 08/22 - $4,567, 08/23 - $4,566, 08/24 - $4,568, 08/25 - $4,568, 08/26 - $4,568, 08/27 - $4,564, 08/28 - $4,564, 08/29 - $4,566, 08/30 - $4,568, 08/31 - $4,566, 09/01 - $4,378, 09/02 - $4,378, 09/03 - $4,380, 09/04 - $4,381, 09/05 - $4,382, 09/06 - $4,383, 09/07 - $4,381, 09/08 - $4,381, 09/09 - $4,381, 09/10 - $4,381, 09/11 - $4,382, 09/12 - $4,383, 09/13 - $4,383, 09/14 - $4,383, 09/15 - $4,383, 09/16 - $4,383, 09/17 - $4,379, 09/18 - $4,377, 09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,晚上7:40。,TPE,晚上9:45。,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,CX 451,未找到艙等,
12月21日 週六,晚上8:15。,TPE,晚上10:20。,HKG,國泰航空,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A350,CX 531,經濟艙,"08/20 - $4,574, 08/21 - $4,568, 08/22 - $4,567, 08/23 - $4,566, 08/24 - $4,568, 08/25 - $4,568, 08/26 - $4,568, 08/27 - $4,564, 08/28 - $4,564, 08/29 - $4,566, 08/30 - $4,568, 08/31 - $4,566, 09/01 - $4,378, 09/02 - $4,378, 09/03 - $4,380, 09/04 - $4,381, 09/05 - $4,382, 09/06 - $4,383, 09/07 - $4,381, 09/08 - $4,381, 09/09 - $4,381, 09/10 - $4,381, 09/11 - $4,382, 09/12 - $4,383, 09/13 - $4,383, 09/14 - $4,383, 09/15 - $4,383, 09/16 - $4,383, 09/17 - $4,379, 09/18 - $4,377, 09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
12月21日 週六,晚上9:15。,TPE,晚上11:25。,HKG,國泰航空,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,CX 479,經濟艙,"08/20 - $4,574, 08/21 - $4,568, 08/22 - $4,567, 08/23 - $4,566, 08/24 - $4,568, 08/25 - $4,568, 08/26 - $4,568, 08/27 - $4,564, 08/28 - $4,564, 08/29 - $4,566, 08/30 - $4,568, 08/31 - $4,566, 09/01 - $4,378, 09/02 - $4,378, 09/03 - $4,380, 09/04 - $4,381, 09/05 - $4,382, 09/06 - $4,383, 09/07 - $4,381, 09/08 - $4,381, 09/09 - $4,381, 09/10 - $4,381, 09/11 - $4,382, 09/12 - $4,383, 09/13 - $4,383, 09/14 - $4,383, 09/15 - $4,383, 09/16 - $4,383, 09/17 - $4,379, 09/18 - $4,377, 09/19 - $4,378, 09/20 - $4,379, 09/21 - $4,379, 09/22 - $4,379, 09/23 - $4,379, 09/24 - $4,380, 09/25 - $4,381, 09/26 - $4,379, 09/27 - $4,378, 09/28 - $4,376, 09/29 - $4,376, 09/30 - $4,376, 10/01 - $4,371, 10/02 - $4,373, 10/03 - $4,377, 10/04 - $4,378, 10/05 - $4,381, 10/06 - $4,381, 10/07 - $4,381, 10/08 - $4,516, 10/09 - $4,514, 10/10 - $4,514, 10/11 - $4,515, 10/12 - $4,515, 10/13 - $4,515, 10/14 - $4,515, 10/15 - $4,513, 10/16 - $4,514, 10/17 - $4,514, 10/18 - $4,514, 10/19 - $4,513"
出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格歷史
12月22日 週日,下午5:40。,TPE,晚上7:35。,HKG,香港快運航空,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,UO 115,經濟艙,"08/21 - $2,718, 08/22 - $2,718, 08/23 - $2,718, 08/24 - $2,718, 08/25 - $2,718, 08/26 - $2,718, 08/27 - $2,718, 08/28 - $2,718, 08/29 - $2,718, 08/30 - $3,048, 08/31 - $3,048, 09/01 - $2,838, 09/02 - $2,838, 09/03 - $2,838, 09/04 - $2,508, 09/05 - $2,508, 09/06 - $2,508, 09/07 - $2,508, 09/08 - $2,508, 09/09 - $2,508, 09/10 - $2,508, 09/11 - $2,178, 09/12 - $2,178, 09/13 - $2,178, 09/14 - $2,508, 09/15 - $2,508, 09/16 - $2,508, 09/17 - $2,508, 09/18 - $2,508, 09/19 - $2,508, 09/20 - $2,508, 09/21 - $2,508, 09/22 - $2,508, 09/23 - $2,508, 09/24 - $2,178, 09/25 - $1,758, 09/26 - $1,968, 09/27 - $2,178, 09/28 - $2,178, 09/29 - $2,178, 09/30 - $2,178, 10/01 - $2,178, 10/02 - $1,968, 10/03 - $1,968, 10/04 - $1,968, 10/05 - $1,968, 10/06 - $1,968, 10/07 - $1,758, 10/08 - $1,758, 10/09 - $1,758, 10/10 - $1,758, 10/11 - $1,758, 10/12 - $1,758, 10/13 - $1,758, 10/14 - $1,758, 10/15 - $1,758, 10/16 - $1,758, 10/17 - $1,758, 10/18 - $1,758, 10/19 - $1,758, "
12月22日 週日,上午11:55。,TPE,下午1:55。,HKG,香港航空,直達航班。,Non-stop,未找到飛行時間,No,Airbus A330,HX 253,經濟艙,"08/21 - $24,690, 08/22 - $24,688, 08/23 - $24,688, 08/24 - $24,690, 08/25 - $24,690, 08/26 - $24,690, 08/27 - $24,684, 08/28 - $24,683, 08/29 - $24,687, 08/30 - $24,690, 08/31 - $24,687, 09/01 - $24,687, 09/02 - $24,687, 09/03 - $24,692, 09/04 - $24,694, 09/05 - $24,696, 09/06 - $24,697, 09/07 - $24,694, 09/08 - $24,614, 09/09 - $24,614, 09/10 - $24,613, 09/11 - $24,615, 09/12 - $24,619, 09/13 - $24,617, 09/14 - $24,617, 09/15 - $24,617, 09/16 - $24,617, 09/17 - $24,610, 09/18 - $24,605, 09/19 - $24,607, 09/20 - $24,610, 09/21 - $24,610, 09/22 - $24,610, 09/23 - $3,093, 09/24 - $3,094, 09/25 - $3,095, 09/26 - $3,093, 09/27 - $3,092, 09/28 - $3,090, 09/29 - $3,090, 09/30 - $3,090, 10/01 - $3,085, 10/02 - $3,088, 10/03 - $3,091, 10/04 - $3,092, 10/05 - $3,095, 10/06 - $3,095, 10/07 - $3,095, 10/08 - $3,100, 10/09 - $3,098, 10/10 - $3,098, 10/11 - $3,099, 10/12 - $3,099, 10/13 - $3,099, 10/14 - $3,099, 10/15 - $3,097, 10/16 - $2,799, 10/17 - $2,799, 10/18 - $2,799, 10/19 - $2,798, "
12月22日 週日,下午4:30。,TPE,下午6:30。,HKG,星宇航空,直達航班。,Non-stop,未找到飛行時間,No,Airbus A330-900neo,JX 235,經濟艙,"09/12 - $3,924, 09/13 - $3,637, 09/14 - $3,637, 09/15 - $3,637, 09/16 - $3,637, 09/17 - $3,634, 09/18 - $3,632, 09/19 - $3,633, 09/20 - $3,751, 09/21 - $3,751, 09/22 - $3,751, 09/23 - $3,656, 09/24 - $3,656, 09/25 - $3,657, 09/26 - $3,655, 09/27 - $3,655, 09/28 - $3,653, 09/29 - $3,653, 09/30 - $3,653, 10/01 - $3,649, 10/02 - $3,665, 10/03 - $3,668, 10/04 - $3,669, 10/05 - $3,961, 10/06 - $3,961, 10/07 - $3,961, 10/08 - $3,966, 10/09 - $3,964, 10/10 - $3,964, 10/11 - $3,367, 10/12 - $3,367, 10/13 - $3,367, 10/14 - $3,367, 10/15 - $3,365, 10/16 - $3,366, 10/17 - $3,366, 10/18 - $3,366, 10/19 - $3,365, "
12月22日 週日,下午2:05。,TPE,下午4:05。,HKG,香港快運航空,直達航班。,Non-stop,未找到飛行時間,No,Airbus A320neo,UO 111,經濟艙,"08/29 - $2,718, 08/30 - $2,718, 08/31 - $2,718, 09/01 - $2,508, 09/02 - $2,508, 09/03 - $2,508, 09/04 - $2,178, 09/05 - $2,178, 09/06 - $2,178, 09/07 - $2,178, 09/08 - $2,178, 09/09 - $2,178, 09/10 - $2,178, 09/11 - $2,178, 09/12 - $2,178, 09/13 - $2,178, 09/14 - $2,178, 09/15 - $2,178, 09/16 - $2,178, 09/17 - $2,178, 09/18 - $2,178, 09/19 - $2,178, 09/20 - $2,178, 09/21 - $2,178, 09/22 - $2,178, 09/23 - $2,178, 09/24 - $2,178, 09/25 - $1,968, 09/26 - $1,968, 09/27 - $1,968, 09/28 - $1,968, 09/29 - $1,968, 09/30 - $1,968, 10/01 - $1,968, 10/02 - $1,758, 10/03 - $1,758, 10/04 - $1,758, 10/05 - $1,758, 10/06 - $1,758, 10/07 - $1,758, 10/08 - $1,758, 10/09 - $1,758, 10/10 - $1,758, 10/11 - $1,758, 10/12 - $1,758, 10/13 - $1,758, 10/14 - $1,758, 10/15 - $1,758, 10/16 - $1,758, 10/17 - $1,758, 10/18 - $1,758, 10/19 - $1,968, "
