出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格歷史
12月20日 週五,上午11:10。,TPE,晚上9:23。,SFO,聯合航空,需轉機 1 次的航班。,13 小時 17 分鐘,26 小時 13 分鐘,No,Boeing 777,UA 872,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
12月20日 週五,下午3:50。,TPE,下午2:46。,SFO,聯合航空,需轉機 1 次的航班。,未找到停留時間,14 小時 56 分鐘,No,Boeing 777,UA 852,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
12月20日 週五,下午3:50。,TPE,下午3:34。,SFO,聯合航空,需轉機 1 次的航班。,2 小時 48 分鐘,15 小時 44 分鐘,No,Boeing 777,UA 852,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $19,446, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
12月20日 週五,下午3:50。,TPE,下午6:06。,SFO,聯合航空,需轉機 1 次的航班。,5 小時 20 分鐘,18 小時 16 分鐘,No,Boeing 777,UA 852,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
12月20日 週五,下午3:50。,TPE,晚上7:57。,SFO,聯合航空,需轉機 1 次的航班。,7 小時 11 分鐘,20 小時 7 分鐘,No,Boeing 777,UA 852,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
12月20日 週五,下午3:50。,TPE,晚上9:23。,SFO,聯合航空,需轉機 1 次的航班。,8 小時 37 分鐘,21 小時 33 分鐘,No,Boeing 777,UA 852,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $19,283, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
,,,,,,,,,,,,,
12月20日 週五,上午10:45。,TPE,上午10:00。,SEA,達美航空,需轉機 1 次的航班。,1 小時 5 分鐘,15 小時 15 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $24,639, 08/23 - $24,639, 08/24 - $24,645, 08/25 - $29,209, 08/26 - $29,209, 08/27 - $29,193, 08/28 - $29,193, 08/29 - $29,202, 08/30 - $29,206, 08/31 - $29,202, 09/01 - $29,202, 09/02 - $29,202, 09/03 - $29,212, 09/04 - $29,216, 09/05 - $29,219, 09/06 - $29,223, 09/07 - $29,216, 09/08 - $29,216, 09/09 - $29,216, 09/10 - $29,215, 09/11 - $29,010, 09/12 - $29,020, 09/13 - $29,017, 09/14 - $29,014, 09/15 - $29,014, 09/16 - $29,014, 09/17 - $28,998, 09/18 - $28,991, 09/19 - $24,430, 09/20 - $24,437, 09/21 - $24,434, 09/22 - $24,434, 09/23 - $24,434, 09/24 - $24,437, 09/25 - $24,443, 09/26 - $24,433, 09/27 - $24,431, 09/28 - $24,421, 09/29 - $22,731, 09/30 - $22,731, 10/01 - $22,718, 10/02 - $24,414, 10/03 - $24,431, 10/04 - $28,997, 10/05 - $29,010, 10/06 - $29,010, 10/07 - $29,010, 10/08 - $24,470, 10/09 - $24,460, 10/10 - $29,025, 10/11 - $24,463, 10/12 - $24,466, 10/13 - $24,466, 10/14 - $24,466, 10/15 - $22,767, 10/16 - $22,770, 10/17 - $22,770, 10/18 - $22,769, 10/19 - $22,766, 10/20 - $20,086, "
12月20日 週五,上午10:45。,TPE,下午2:28。,SEA,達美航空,需轉機 1 次的航班。,5 小時 33 分鐘,19 小時 43 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $29,203, 08/23 - $29,203, 08/24 - $29,209, 08/25 - $29,209, 08/26 - $32,459, 08/27 - $32,443, 08/28 - $32,443, 08/29 - $32,452, 08/30 - $32,456, 08/31 - $32,452, 09/01 - $32,452, 09/02 - $32,452, 09/03 - $32,462, 09/04 - $32,466, 09/05 - $32,469, 09/06 - $32,473, 09/07 - $32,466, 09/08 - $32,466, 09/09 - $32,466, 09/10 - $32,465, 09/11 - $32,260, 09/12 - $32,270, 09/13 - $32,267, 09/14 - $32,264, 09/15 - $32,264, 09/16 - $32,264, 09/17 - $32,248, 09/18 - $32,241, 09/19 - $32,244, 09/20 - $32,251, 09/21 - $32,248, 09/22 - $32,248, 09/23 - $28,998, 09/24 - $29,001, 09/25 - $24,443, 09/26 - $24,433, 09/27 - $28,995, 09/28 - $28,985, 09/29 - $24,421, 09/30 - $24,421, 10/01 - $24,408, 10/02 - $28,978, 10/03 - $28,995, 10/04 - $28,997, 10/05 - $29,010, 10/06 - $32,260, 10/07 - $32,260, 10/08 - $32,284, 10/09 - $32,274, 10/10 - $32,275, 10/11 - $29,027, 10/12 - $29,030, 10/13 - $29,030, 10/14 - $29,030, 10/15 - $24,457, 10/16 - $24,460, 10/17 - $24,460, 10/18 - $22,769, 10/19 - $22,766, 10/20 - $20,086, "
12月20日 週五,上午10:45。,TPE,下午4:32。,SEA,達美航空,需轉機 1 次的航班。,7 小時 40 分鐘,21 小時 47 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $32,453, 08/23 - $32,453, 08/24 - $32,459, 08/25 - $29,209, 08/26 - $29,209, 08/27 - $32,443, 08/28 - $32,443, 08/29 - $32,452, 08/30 - $32,456, 08/31 - $32,452, 09/01 - $32,452, 09/02 - $32,452, 09/03 - $32,462, 09/04 - $32,466, 09/05 - $32,469, 09/06 - $37,673, 09/07 - $37,666, 09/08 - $37,666, 09/09 - $32,466, 09/10 - $32,465, 09/11 - $32,260, 09/12 - $32,270, 09/13 - $37,467, 09/14 - $37,464, 09/15 - $37,464, 09/16 - $37,464, 09/17 - $37,448, 09/18 - $37,441, 09/19 - $32,244, 09/20 - $32,251, 09/21 - $32,248, 09/22 - $32,248, 09/23 - $32,248, 09/24 - $32,251, 09/25 - $29,007, 09/26 - $28,997, 09/27 - $32,245, 09/28 - $32,235, 09/29 - $28,985, 09/30 - $28,985, 10/01 - $28,972, 10/02 - $32,228, 10/03 - $32,245, 10/04 - $32,247, 10/05 - $32,260, 10/06 - $32,260, 10/07 - $32,260, 10/08 - $37,484, 10/09 - $32,274, 10/10 - $32,275, 10/11 - $32,277, 10/12 - $32,277, 10/13 - $29,030, 10/14 - $29,030, 10/15 - $29,021, 10/16 - $24,460, 10/17 - $24,460, 10/18 - $22,769, 10/19 - $22,766, 10/20 - $20,086, "
12月20日 週五,上午10:45。,TPE,晚上8:25。,SEA,達美航空,需轉機 1 次的航班。,11 小時 30 分鐘,25 小時 40 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $29,203, 08/23 - $29,203, 08/24 - $29,209, 08/25 - $24,645, 08/26 - $24,645, 08/27 - $29,193, 08/28 - $29,193, 08/29 - $29,202, 08/30 - $29,206, 08/31 - $29,202, 09/01 - $29,202, 09/02 - $29,202, 09/03 - $29,212, 09/04 - $29,216, 09/05 - $29,219, 09/06 - $29,223, 09/07 - $29,216, 09/08 - $29,216, 09/09 - $29,216, 09/10 - $24,651, 09/11 - $29,010, 09/12 - $24,456, 09/13 - $24,453, 09/14 - $24,450, 09/15 - $24,450, 09/16 - $24,450, 09/17 - $24,434, 09/18 - $24,427, 09/19 - $24,430, 09/20 - $22,747, 09/21 - $24,434, 09/22 - $24,434, 09/23 - $22,744, 09/24 - $22,747, 09/25 - $22,753, 09/26 - $22,743, 09/27 - $22,741, 09/28 - $22,731, 09/29 - $21,676, 09/30 - $21,676, 10/01 - $21,663, 10/02 - $22,724, 10/03 - $22,741, 10/04 - $24,433, 10/05 - $24,446, 10/06 - $24,446, 10/07 - $24,446, 10/08 - $24,470, 10/09 - $24,460, 10/10 - $24,461, 10/11 - $24,463, 10/12 - $22,776, 10/13 - $22,776, 10/14 - $22,776, 10/15 - $22,767, 10/16 - $22,770, 10/17 - $22,770, 10/18 - $20,089, 10/19 - $20,086, 10/20 - $20,086, "
12月20日 週五,上午10:45。,TPE,晚上10:49。,SEA,達美航空,需轉機 1 次的航班。,13 小時 45 分鐘,28 小時 4 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $29,203, 08/23 - $29,203, 08/24 - $29,209, 08/25 - $29,209, 08/26 - $29,209, 08/27 - $29,193, 08/28 - $32,443, 08/29 - $32,452, 08/30 - $32,456, 08/31 - $32,452, 09/01 - $32,452, 09/02 - $32,452, 09/03 - $32,462, 09/04 - $32,466, 09/05 - $29,219, 09/06 - $29,223, 09/07 - $29,216, 09/08 - $32,466, 09/09 - $32,466, 09/10 - $32,465, 09/11 - $32,260, 09/12 - $32,270, 09/13 - $32,267, 09/14 - $32,264, 09/15 - $32,264, 09/16 - $32,264, 09/17 - $32,248, 09/18 - $32,241, 09/19 - $32,244, 09/20 - $29,001, 09/21 - $28,998, 09/22 - $28,998, 09/23 - $28,998, 09/24 - $29,001, 09/25 - $24,443, 09/26 - $24,433, 09/27 - $24,431, 09/28 - $24,421, 09/29 - $24,421, 09/30 - $24,421, 10/01 - $24,408, 10/02 - $28,978, 10/03 - $28,995, 10/04 - $32,247, 10/05 - $32,260, 10/06 - $32,260, 10/07 - $32,260, 10/08 - $29,034, 10/09 - $29,024, 10/10 - $29,025, 10/11 - $29,027, 10/12 - $29,030, 10/13 - $24,466, 10/14 - $24,466, 10/15 - $24,457, 10/16 - $24,460, 10/17 - $22,770, 10/18 - $22,769, 10/19 - $22,766, 10/20 - $20,086, "
12月20日 週五,晚上11:55。,TPE,晚上7:25。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 16,經濟艙,"08/22 - $22,933, 08/23 - $22,933, 08/24 - $22,939, 08/25 - $22,939, 08/26 - $22,939, 08/27 - $22,921, 08/28 - $22,920, 08/29 - $21,487, 08/30 - $24,561, 08/31 - $24,555, 09/01 - $24,555, 09/02 - $24,555, 09/03 - $21,438, 09/04 - $21,443, 09/05 - $21,447, 09/06 - $24,581, 09/07 - $24,572, 09/08 - $24,364, 09/09 - $24,364, 09/10 - $24,363, 09/11 - $24,367, 09/12 - $24,449, 09/13 - $24,446, 09/14 - $24,443, 09/15 - $24,443, 09/16 - $24,443, 09/17 - $24,424, 09/18 - $24,414, 09/19 - $24,418, 09/20 - $24,426, 09/21 - $24,424, 09/22 - $24,424, 09/23 - $24,424, 09/24 - $24,365, 09/25 - $24,373, 09/26 - $24,361, 09/27 - $24,358, 09/28 - $24,346, 09/29 - $24,346, 09/30 - $22,712, 10/01 - $22,696, 10/02 - $22,703, 10/03 - $22,723, 10/04 - $22,726, 10/05 - $22,742, 10/06 - $22,742, 10/07 - $24,376, 10/08 - $22,771, 10/09 - $22,758, 10/10 - $22,760, 10/11 - $22,762, 10/12 - $22,766, 10/13 - $22,766, 10/14 - $22,766, 10/15 - $20,935, 10/16 - $20,939, 10/17 - $20,939, 10/18 - $20,938, 10/19 - $20,935, 10/20 - $20,935, "
12月20日 週五,上午8:05。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,未找到停留時間,25 小時 40 分鐘,No,Airbus A321,BR 851,經濟艙,"08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $30,461, 09/07 - $30,452, 09/08 - $30,372, 09/09 - $30,372, 09/10 - $30,369, 09/11 - $30,375, 09/12 - $30,179, 09/13 - $30,175, 09/14 - $30,172, 09/15 - $33,623, 09/16 - $33,623, 09/17 - $33,600, 09/18 - $33,589, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $30,150, 09/22 - $30,150, 09/23 - $30,150, 09/24 - $30,153, 09/25 - $30,162, 09/26 - $30,148, 09/27 - $30,145, 09/28 - $30,131, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $25,575, 10/02 - $24,441, 10/03 - $23,629, 10/04 - $23,629, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, 10/20 - $23,666, "
12月20日 週五,下午2:25。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,4 小時 40 分鐘,19 小時 20 分鐘,No,Airbus A321,BR 855,經濟艙,"08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $30,461, 09/07 - $30,452, 09/08 - $30,372, 09/09 - $30,372, 09/10 - $30,369, 09/11 - $30,375, 09/12 - $30,179, 09/13 - $30,175, 09/14 - $30,172, 09/15 - $33,623, 09/16 - $33,623, 09/17 - $33,600, 09/18 - $33,589, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $30,150, 09/22 - $30,150, 09/23 - $30,150, 09/24 - $30,153, 09/25 - $30,162, 09/26 - $30,148, 09/27 - $30,145, 09/28 - $30,131, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $25,575, 10/02 - $30,086, 10/03 - $22,793, 10/04 - $23,634, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, 10/20 - $23,666, "
12月20日 週五,下午4:35。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,2 小時 35 分鐘,17 小時 10 分鐘,No,Boeing 787-10,BR 871,經濟艙,"08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $30,461, 09/07 - $30,452, 09/08 - $30,372, 09/09 - $30,372, 09/10 - $30,369, 09/11 - $30,375, 09/12 - $30,179, 09/13 - $30,175, 09/14 - $30,172, 09/15 - $33,623, 09/16 - $33,623, 09/17 - $33,600, 09/18 - $33,589, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $30,150, 09/22 - $30,150, 09/23 - $30,150, 09/24 - $30,153, 09/25 - $30,162, 09/26 - $30,148, 09/27 - $30,145, 09/28 - $30,131, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $25,575, 10/02 - $30,086, 10/03 - $22,793, 10/04 - $23,634, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, 10/20 - $23,666, "
12月20日 週五,晚上11:50。,TPE,晚上7:35。,LAX,中華航空,直達航班。,Non-stop,11 小時 45 分鐘,No,Boeing 777,CI 8,經濟艙,"08/24 - $21,255, 08/25 - $21,255, 08/26 - $21,255, 08/27 - $21,237, 08/28 - $21,236, 08/29 - $21,247, 08/30 - $21,253, 08/31 - $21,247, 09/01 - $21,220, 09/02 - $21,220, 09/03 - $21,220, 09/04 - $21,237, 09/05 - $21,241, 09/06 - $20,681, 09/07 - $20,672, 09/08 - $20,464, 09/09 - $20,464, 09/10 - $20,463, 09/11 - $20,467, 09/12 - $20,478, 09/13 - $20,475, 09/14 - $20,472, 09/15 - $20,472, 09/16 - $20,472, 09/17 - $20,453, 09/18 - $20,443, 09/19 - $20,447, 09/20 - $20,455, 09/21 - $20,453, 09/22 - $20,453, 09/23 - $20,453, 09/24 - $20,455, 09/25 - $20,463, 09/26 - $20,451, 09/27 - $17,630, 09/28 - $17,618, 09/29 - $17,618, 09/30 - $22,675, 10/01 - $22,659, 10/02 - $22,756, 10/03 - $21,200, 10/04 - $21,203, 10/05 - $21,219, 10/06 - $21,219, 10/07 - $21,219, 10/08 - $21,248, 10/09 - $19,379, 10/10 - $19,381, 10/11 - $19,383, 10/12 - $19,387, 10/13 - $19,387, 10/14 - $19,387, 10/15 - $19,375, 10/16 - $19,379, 10/17 - $19,379, 10/18 - $18,493, 10/19 - $18,490, 10/20 - $18,490, 10/21 - $18,490, 10/22 - $18,479, "
12月20日 週五,下午4:55。,TPE,中午12:30。,LAX,中華航空,直達航班。,Non-stop,11 小時 35 分鐘,No,Airbus A350,CI 6,經濟艙,"08/24 - $21,255, 08/25 - $21,255, 08/26 - $21,255, 08/27 - $21,237, 08/28 - $21,236, 08/29 - $21,247, 08/30 - $21,253, 08/31 - $21,247, 09/01 - $21,220, 09/02 - $21,220, 09/03 - $21,232, 09/04 - $21,237, 09/05 - $21,241, 09/06 - $20,681, 09/07 - $20,672, 09/08 - $20,464, 09/09 - $20,464, 09/10 - $20,463, 09/11 - $20,467, 09/12 - $20,478, 09/13 - $20,475, 09/14 - $20,472, 09/15 - $20,472, 09/16 - $20,472, 09/17 - $20,453, 09/18 - $20,443, 09/19 - $20,447, 09/20 - $20,455, 09/21 - $20,453, 09/22 - $20,453, 09/23 - $20,453, 09/24 - $20,455, 09/25 - $20,463, 09/26 - $20,451, 09/27 - $24,318, 09/28 - $24,306, 09/29 - $24,306, 09/30 - $24,306, 10/01 - $24,290, 10/02 - $24,395, 10/03 - $22,461, 10/04 - $22,464, 10/05 - $22,480, 10/06 - $22,480, 10/07 - $22,480, 10/08 - $22,509, 10/09 - $20,503, 10/10 - $20,505, 10/11 - $20,507, 10/12 - $20,511, 10/13 - $20,511, 10/14 - $20,511, 10/15 - $20,499, 10/16 - $20,503, 10/17 - $20,503, 10/18 - $19,552, 10/19 - $19,549, 10/20 - $19,549, 10/21 - $19,549, 10/22 - $19,538, "
12月20日 週五,上午11:20。,TPE,清晨6:50。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 6,經濟艙,"08/24 - $22,939, 08/25 - $22,939, 08/26 - $22,939, 08/27 - $22,921, 08/28 - $22,920, 08/29 - $21,427, 08/30 - $21,433, 08/31 - $24,555, 09/01 - $24,555, 09/02 - $24,555, 09/03 - $24,567, 09/04 - $24,572, 09/05 - $24,576, 09/06 - $24,581, 09/07 - $24,572, 09/08 - $24,364, 09/09 - $24,364, 09/10 - $24,363, 09/11 - $24,367, 09/12 - $21,310, 09/13 - $21,307, 09/14 - $24,443, 09/15 - $24,443, 09/16 - $24,443, 09/17 - $24,424, 09/18 - $24,414, 09/19 - $24,418, 09/20 - $24,426, 09/21 - $24,424, 09/22 - $24,424, 09/23 - $24,424, 09/24 - $24,365, 09/25 - $24,373, 09/26 - $24,361, 09/27 - $24,358, 09/28 - $24,346, 09/29 - $24,346, 09/30 - $22,712, 10/01 - $22,696, 10/02 - $22,703, 10/03 - $22,723, 10/04 - $22,726, 10/05 - $22,742, 10/06 - $24,376, 10/07 - $24,376, 10/08 - $22,771, 10/09 - $22,758, 10/10 - $22,760, 10/11 - $22,762, 10/12 - $22,766, 10/13 - $22,766, 10/14 - $22,766, 10/15 - $20,935, 10/16 - $20,939, 10/17 - $20,939, 10/18 - $20,938, 10/19 - $20,935, 10/20 - $20,935, 10/21 - $20,885, 10/22 - $20,874, "
