出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格歷史
12月20日 週五,晚上11:55。,TPE,晚上7:25。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 16,經濟艙,"08/24 - $22,939, 08/25 - $22,939, 08/26 - $22,939, 08/27 - $22,921, 08/28 - $22,920, 08/29 - $21,487, 08/30 - $24,561, 08/31 - $24,555, 09/01 - $24,555, 09/02 - $24,555, 09/03 - $21,438, 09/04 - $21,443, 09/05 - $21,447, 09/06 - $24,581, 09/07 - $24,572, 09/08 - $24,364, 09/09 - $24,364, 09/10 - $24,363, 09/11 - $24,367, 09/12 - $24,449, 09/13 - $24,446, 09/14 - $24,443, 09/15 - $24,443, 09/16 - $24,443, 09/17 - $24,424, 09/18 - $24,414, 09/19 - $24,418, 09/20 - $24,426, 09/21 - $24,424, 09/22 - $24,424, 09/23 - $24,424, 09/24 - $24,365, 09/25 - $24,373, 09/26 - $24,361, 09/27 - $24,358, 09/28 - $24,346, 09/29 - $24,346, 09/30 - $22,712, 10/01 - $22,696, 10/02 - $22,703, 10/03 - $22,723, 10/04 - $22,726, 10/05 - $22,742, 10/06 - $22,742, 10/07 - $24,376, 10/08 - $22,771, 10/09 - $22,758, 10/10 - $22,760, 10/11 - $22,762, 10/12 - $22,766, 10/13 - $22,766, 10/14 - $22,766, 10/15 - $20,935, 10/16 - $20,939, 10/17 - $20,939, 10/18 - $20,938, 10/19 - $20,935, 10/20 - $20,935, 10/21 - $20,935, 10/22 - $20,874, "
,,,,,,,,,,,,,
12月21日 週六,晚上11:50。,TPE,晚上7:35。,LAX,中華航空,直達航班。,Non-stop,11 小時 45 分鐘,No,Boeing 777,CI 8,經濟艙,"08/22 - $21,249, 08/23 - $21,249, 08/24 - $21,255, 08/25 - $21,255, 08/26 - $21,255, 08/27 - $21,237, 08/28 - $21,236, 08/29 - $21,247, 08/30 - $21,253, 08/31 - $21,247, 09/01 - $21,220, 09/02 - $21,220, 09/03 - $21,232, 09/04 - $21,237, 09/05 - $21,241, 09/06 - $20,681, 09/07 - $20,672, 09/08 - $20,464, 09/09 - $20,464, 09/10 - $20,463, 09/11 - $20,463, 09/12 - $20,478, 09/13 - $20,475, 09/14 - $20,472, 09/15 - $20,472, 09/16 - $20,472, 09/17 - $20,453, 09/18 - $20,443, 09/19 - $20,447, 09/20 - $20,455, 09/21 - $20,453, 09/22 - $20,453, 09/23 - $20,453, 09/24 - $20,455, 09/25 - $20,463, 09/26 - $20,451, 09/27 - $17,630, 09/28 - $17,618, 09/29 - $17,618, 09/30 - $22,675, 10/01 - $22,659, 10/02 - $22,756, 10/03 - $21,200, 10/04 - $21,203, 10/05 - $21,219, 10/06 - $22,480, 10/07 - $22,480, 10/08 - $22,509, 10/09 - $19,379, 10/10 - $19,381, 10/11 - $19,383, 10/12 - $19,387, 10/13 - $19,387, 10/14 - $19,387, 10/15 - $19,375, 10/16 - $20,503, 10/17 - $20,503, 10/18 - $19,552, 10/19 - $18,490, 10/20 - $18,490, "
12月21日 週六,上午11:20。,TPE,清晨6:50。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 6,經濟艙,"08/22 - $22,990, 08/23 - $22,933, 08/24 - $22,939, 08/25 - $22,939, 08/26 - $22,939, 08/27 - $22,921, 08/28 - $22,920, 08/29 - $21,427, 08/30 - $21,433, 08/31 - $21,427, 09/01 - $21,426, 09/02 - $21,426, 09/03 - $21,438, 09/04 - $21,443, 09/05 - $21,447, 09/06 - $21,452, 09/07 - $21,443, 09/08 - $21,235, 09/09 - $21,235, 09/10 - $21,234, 09/11 - $21,238, 09/12 - $21,310, 09/13 - $21,307, 09/14 - $21,304, 09/15 - $21,304, 09/16 - $21,304, 09/17 - $21,285, 09/18 - $21,275, 09/19 - $21,279, 09/20 - $21,287, 09/21 - $21,285, 09/22 - $21,285, 09/23 - $21,285, 09/24 - $22,731, 09/25 - $22,739, 09/26 - $22,727, 09/27 - $22,724, 09/28 - $22,712, 09/29 - $22,712, 09/30 - $22,712, 10/01 - $22,696, 10/02 - $22,703, 10/03 - $22,723, 10/04 - $22,726, 10/05 - $22,742, 10/06 - $22,742, 10/07 - $22,742, 10/08 - $22,771, 10/09 - $22,758, 10/10 - $22,760, 10/11 - $22,762, 10/12 - $22,766, 10/13 - $22,766, 10/14 - $22,766, 10/15 - $20,935, 10/16 - $20,939, 10/17 - $20,939, 10/18 - $20,938, 10/19 - $20,935, 10/20 - $20,935, "
12月21日 週六,下午3:50。,TPE,"上午9:05 (星期日, 12月 22)。",HKG,國泰航空,需轉機 1 次的航班。,18 小時 30 分鐘,33 小時 15 分鐘,No,Airbus A330,CX 443,經濟艙,"08/22 - $24,878, 08/23 - $24,876, 08/24 - $24,890, 08/25 - $24,890, 08/26 - $24,890, 08/27 - $24,856, 08/28 - $24,855, 08/29 - $24,873, 08/30 - $24,886, 08/31 - $24,874, 09/01 - $23,853, 09/02 - $23,853, 09/03 - $23,872, 09/04 - $23,880, 09/05 - $23,887, 09/06 - $23,896, 09/07 - $23,882, 09/08 - $23,882, 09/09 - $23,882, 09/10 - $25,110, 09/11 - $25,119, 09/12 - $17,985, 09/13 - $22,529, 09/14 - $22,527, 09/15 - $22,527, 09/16 - $22,527, 09/17 - $17,941, 09/18 - $17,924, 09/19 - $17,932, 09/20 - $17,946, 09/21 - $17,943, 09/22 - $17,943, 09/23 - $17,943, 09/24 - $17,949, 09/25 - $17,961, 09/26 - $17,941, 09/27 - $17,935, 09/28 - $17,915, 09/29 - $17,915, 09/30 - $17,915, 10/01 - $17,881, 10/02 - $17,897, 10/03 - $17,931, 10/04 - $17,939, 10/05 - $17,967, 10/06 - $17,967, 10/07 - $17,967, 10/08 - $18,019, 10/09 - $17,996, 10/10 - $17,999, 10/11 - $18,004, 10/12 - $18,009, 10/13 - $18,009, 10/14 - $18,009, 10/15 - $17,989, 10/16 - $17,996, 10/17 - $17,997, 10/18 - $17,995, 10/19 - $17,987, 10/20 - $17,987, "
,,,,,,,,,,,,,
12月21日 週六,下午6:35。,TPE,"上午9:05 (星期日, 12月 22)。",HKG,國泰航空,需轉機 1 次的航班。,15 小時 45 分鐘,30 小時 30 分鐘,No,Airbus A321neo,CX 473,經濟艙,"08/22 - $24,878, 08/23 - $24,876, 08/24 - $24,890, 08/25 - $24,890, 08/26 - $24,890, 08/27 - $24,856, 08/28 - $24,855, 08/29 - $24,873, 08/30 - $24,886, 08/31 - $24,874, 09/01 - $23,853, 09/02 - $23,853, 09/03 - $23,872, 09/04 - $23,880, 09/05 - $23,887, 09/06 - $23,896, 09/07 - $23,882, 09/08 - $23,882, 09/09 - $23,882, 09/10 - $25,110, 09/11 - $25,110, 09/12 - $17,985, 09/13 - $22,529, 09/14 - $22,527, 09/15 - $22,527, 09/16 - $22,527, 09/17 - $17,941, 09/18 - $17,924, 09/19 - $17,932, 09/20 - $17,946, 09/21 - $17,943, 09/22 - $17,943, 09/23 - $17,943, 09/24 - $17,949, 09/25 - $17,961, 09/26 - $17,941, 09/27 - $17,935, 09/28 - $17,915, 09/29 - $17,915, 09/30 - $17,915, 10/01 - $17,881, 10/02 - $17,897, 10/03 - $17,931, 10/04 - $17,939, 10/05 - $17,967, 10/06 - $17,967, 10/07 - $17,967, 10/08 - $18,019, 10/09 - $17,996, 10/10 - $17,999, 10/11 - $18,004, 10/12 - $18,009, 10/13 - $18,009, 10/14 - $18,009, 10/15 - $17,989, 10/16 - $17,996, 10/17 - $17,997, 10/18 - $17,995, 10/19 - $17,987, 10/20 - $17,987, "
12月21日 週六,晚上7:30。,TPE,"上午9:05 (星期日, 12月 22)。",HKG,國泰航空,需轉機 1 次的航班。,14 小時 50 分鐘,29 小時 35 分鐘,No,Boeing 777,CX 565,經濟艙,"08/22 - $24,878, 08/23 - $24,876, 08/24 - $24,890, 08/25 - $24,890, 08/26 - $24,890, 08/27 - $24,856, 08/28 - $24,855, 08/29 - $24,873, 08/30 - $24,886, 08/31 - $24,874, 09/01 - $23,853, 09/02 - $23,853, 09/03 - $23,872, 09/04 - $23,880, 09/05 - $23,887, 09/06 - $23,896, 09/07 - $23,882, 09/08 - $23,882, 09/09 - $23,882, 09/10 - $25,110, 09/11 - $19,919, 09/12 - $17,985, 09/13 - $22,529, 09/14 - $22,527, 09/15 - $22,527, 09/16 - $22,527, 09/17 - $17,941, 09/18 - $17,924, 09/19 - $17,932, 09/20 - $17,946, 09/21 - $17,943, 09/22 - $17,943, 09/23 - $17,943, 09/24 - $17,949, 09/25 - $17,961, 09/26 - $17,941, 09/27 - $17,935, 09/28 - $17,915, 09/29 - $17,915, 09/30 - $17,915, 10/01 - $17,881, 10/02 - $17,897, 10/03 - $17,931, 10/04 - $17,939, 10/05 - $17,967, 10/06 - $17,967, 10/07 - $17,967, 10/08 - $18,019, 10/09 - $17,996, 10/10 - $17,999, 10/11 - $18,004, 10/12 - $18,009, 10/13 - $18,009, 10/14 - $18,009, 10/15 - $17,989, 10/16 - $17,996, 10/17 - $17,997, 10/18 - $17,995, 10/19 - $17,987, 10/20 - $17,987, "
12月21日 週六,晚上7:40。,TPE,"上午9:05 (星期日, 12月 22)。",HKG,國泰航空,需轉機 1 次的航班。,14 小時 40 分鐘,29 小時 25 分鐘,No,Boeing 777,CX 451,經濟艙,"08/22 - $24,878, 08/23 - $24,876, 08/24 - $24,890, 08/25 - $24,890, 08/26 - $24,890, 08/27 - $24,856, 08/28 - $24,855, 08/29 - $24,873, 08/30 - $24,886, 08/31 - $24,874, 09/01 - $23,853, 09/02 - $23,853, 09/03 - $23,872, 09/04 - $23,880, 09/05 - $23,887, 09/06 - $23,896, 09/07 - $23,882, 09/08 - $23,882, 09/09 - $23,882, 09/10 - $25,110, 09/11 - $25,119, 09/12 - $17,985, 09/13 - $22,529, 09/14 - $22,527, 09/15 - $22,527, 09/16 - $22,527, 09/17 - $17,941, 09/18 - $17,924, 09/19 - $17,932, 09/20 - $17,946, 09/21 - $17,943, 09/22 - $17,943, 09/23 - $17,943, 09/24 - $17,949, 09/25 - $17,961, 09/26 - $17,941, 09/27 - $17,935, 09/28 - $17,915, 09/29 - $17,915, 09/30 - $17,915, 10/01 - $17,881, 10/02 - $17,897, 10/03 - $17,931, 10/04 - $17,939, 10/05 - $17,967, 10/06 - $17,967, 10/07 - $17,967, 10/08 - $18,019, 10/09 - $17,996, 10/10 - $17,999, 10/11 - $18,004, 10/12 - $18,009, 10/13 - $18,009, 10/14 - $18,009, 10/15 - $17,989, 10/16 - $17,996, 10/17 - $17,997, 10/18 - $17,995, 10/19 - $17,987, 10/20 - $17,987, "
12月21日 週六,晚上9:15。,TPE,"上午9:05 (星期日, 12月 22)。",HKG,國泰航空,需轉機 1 次的航班。,未找到停留時間,27 小時 50 分鐘,No,Boeing 777,CX 479,經濟艙,"08/22 - $24,878, 08/23 - $24,876, 08/24 - $24,890, 08/25 - $24,890, 08/26 - $24,890, 08/27 - $24,856, 08/28 - $24,855, 08/29 - $24,873, 08/30 - $24,886, 08/31 - $24,874, 09/01 - $23,853, 09/02 - $23,853, 09/03 - $23,872, 09/04 - $23,880, 09/05 - $23,887, 09/06 - $23,896, 09/07 - $23,882, 09/08 - $23,882, 09/09 - $23,882, 09/10 - $25,110, 09/11 - $19,919, 09/12 - $17,985, 09/13 - $22,529, 09/14 - $22,527, 09/15 - $22,527, 09/16 - $22,527, 09/17 - $17,941, 09/18 - $17,924, 09/19 - $17,932, 09/20 - $17,946, 09/21 - $17,943, 09/22 - $17,943, 09/23 - $17,943, 09/24 - $17,949, 09/25 - $17,961, 09/26 - $17,941, 09/27 - $17,935, 09/28 - $17,915, 09/29 - $17,915, 09/30 - $17,915, 10/01 - $17,881, 10/02 - $17,897, 10/03 - $17,931, 10/04 - $17,939, 10/05 - $17,967, 10/06 - $17,967, 10/07 - $17,967, 10/08 - $18,019, 10/09 - $17,996, 10/10 - $17,999, 10/11 - $18,004, 10/12 - $18,009, 10/13 - $18,009, 10/14 - $18,009, 10/15 - $17,989, 10/16 - $17,996, 10/17 - $17,997, 10/18 - $17,995, 10/19 - $17,987, 10/20 - $17,987, "
12月21日 週六,上午11:10。,TPE,晚上9:23。,SFO,聯合航空,需轉機 1 次的航班。,13 小時 17 分鐘,26 小時 13 分鐘,No,Boeing 777,UA 872,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $33,071, 09/02 - $33,071, 09/03 - $33,081, 09/04 - $33,085, 09/05 - $33,210, 09/06 - $32,636, 09/07 - $32,629, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $22,432, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $19,283, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $22,447, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
12月21日 週六,下午3:50。,TPE,下午6:06。,SFO,聯合航空,需轉機 1 次的航班。,5 小時 20 分鐘,18 小時 16 分鐘,No,Boeing 777,UA 852,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $28,106, 09/02 - $28,111, 09/03 - $28,545, 09/04 - $28,288, 09/05 - $28,291, 09/06 - $28,132, 09/07 - $23,245, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
12月21日 週六,下午3:50。,TPE,晚上9:23。,SFO,聯合航空,需轉機 1 次的航班。,8 小時 37 分鐘,21 小時 33 分鐘,No,Boeing 777,UA 852,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $22,639, 09/02 - $22,676, 09/03 - $22,915, 09/04 - $22,919, 09/05 - $22,595, 09/06 - $22,599, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $19,283, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, 10/20 - $19,306, "
12月21日 週六,上午10:45。,TPE,上午10:00。,SEA,達美航空,需轉機 1 次的航班。,1 小時 5 分鐘,15 小時 15 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $32,453, 08/23 - $32,453, 08/24 - $32,459, 08/25 - $32,459, 08/26 - $32,459, 08/27 - $37,643, 08/28 - $37,643, 08/29 - $37,652, 08/30 - $37,656, 08/31 - $37,652, 09/01 - $37,652, 09/02 - $37,652, 09/03 - $37,662, 09/04 - $37,666, 09/05 - $37,669, 09/06 - $37,673, 09/07 - $37,666, 09/08 - $37,666, 09/09 - $37,666, 09/10 - $37,665, 09/11 - $37,460, 09/12 - $37,470, 09/13 - $37,467, 09/14 - $37,464, 09/15 - $37,464, 09/16 - $37,464, 09/17 - $37,448, 09/18 - $37,441, 09/19 - $37,444, 09/20 - $37,451, 09/21 - $37,448, 09/22 - $37,448, 09/23 - $37,448, 09/24 - $37,451, 09/25 - $37,457, 09/26 - $37,447, 09/27 - $37,445, 09/28 - $37,435, 09/29 - $37,435, 09/30 - $32,235, 10/01 - $32,222, 10/02 - $37,428, 10/03 - $37,445, 10/04 - $32,247, 10/05 - $32,260, 10/06 - $32,260, 10/07 - $32,260, 10/08 - $32,284, 10/09 - $32,274, 10/10 - $32,275, 10/11 - $24,463, 10/12 - $24,466, 10/13 - $24,466, 10/14 - $24,466, 10/15 - $24,457, 10/16 - $29,024, 10/17 - $29,024, 10/18 - $24,459, 10/19 - $24,456, 10/20 - $20,086, "
12月21日 週六,上午10:45。,TPE,晚上8:25。,SEA,達美航空,需轉機 1 次的航班。,11 小時 30 分鐘,25 小時 40 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $43,503, 08/23 - $43,503, 08/24 - $43,509, 08/25 - $37,659, 08/26 - $37,659, 08/27 - $37,643, 08/28 - $37,643, 08/29 - $37,652, 08/30 - $37,656, 08/31 - $37,652, 09/01 - $37,652, 09/02 - $37,652, 09/03 - $37,662, 09/04 - $37,666, 09/05 - $37,669, 09/06 - $37,673, 09/07 - $37,666, 09/08 - $37,666, 09/09 - $37,666, 09/10 - $37,665, 09/11 - $37,460, 09/12 - $37,470, 09/13 - $37,467, 09/14 - $37,464, 09/15 - $37,464, 09/16 - $37,464, 09/17 - $37,448, 09/18 - $37,441, 09/19 - $37,444, 09/20 - $37,451, 09/21 - $37,448, 09/22 - $37,448, 09/23 - $37,448, 09/24 - $37,451, 09/25 - $37,457, 09/26 - $37,447, 09/27 - $37,445, 09/28 - $37,435, 09/29 - $37,435, 09/30 - $32,235, 10/01 - $32,222, 10/02 - $37,428, 10/03 - $32,245, 10/04 - $32,247, 10/05 - $32,260, 10/06 - $32,260, 10/07 - $32,260, 10/08 - $32,284, 10/09 - $32,274, 10/10 - $32,275, 10/11 - $29,027, 10/12 - $24,466, 10/13 - $24,466, 10/14 - $24,466, 10/15 - $24,457, 10/16 - $29,024, 10/17 - $24,460, 10/18 - $24,459, 10/19 - $24,456, 10/20 - $20,086, "
12月21日 週六,上午10:45。,TPE,晚上10:49。,SEA,達美航空,需轉機 1 次的航班。,13 小時 45 分鐘,28 小時 4 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $32,453, 08/23 - $32,453, 08/24 - $32,459, 08/25 - $29,209, 08/26 - $29,209, 08/27 - $29,193, 08/28 - $29,193, 08/29 - $29,202, 08/30 - $29,206, 08/31 - $29,202, 09/01 - $29,202, 09/02 - $29,202, 09/03 - $29,212, 09/04 - $29,216, 09/05 - $29,219, 09/06 - $29,223, 09/07 - $29,216, 09/08 - $29,216, 09/09 - $29,216, 09/10 - $32,465, 09/11 - $32,260, 09/12 - $32,270, 09/13 - $32,267, 09/14 - $32,264, 09/15 - $32,264, 09/16 - $32,264, 09/17 - $32,248, 09/18 - $32,241, 09/19 - $32,244, 09/20 - $32,251, 09/21 - $32,248, 09/22 - $32,248, 09/23 - $32,248, 09/24 - $32,251, 09/25 - $32,257, 09/26 - $32,247, 09/27 - $32,245, 09/28 - $32,235, 09/29 - $32,235, 09/30 - $32,235, 10/01 - $32,222, 10/02 - $32,228, 10/03 - $32,245, 10/04 - $32,247, 10/05 - $32,260, 10/06 - $32,260, 10/07 - $32,260, 10/08 - $29,034, 10/09 - $29,024, 10/10 - $29,025, 10/11 - $24,463, 10/12 - $24,466, 10/13 - $24,466, 10/14 - $24,466, 10/15 - $24,457, 10/16 - $24,460, 10/17 - $24,460, 10/18 - $24,459, 10/19 - $24,456, 10/20 - $20,086, "
12月21日 週六,晚上11:55。,TPE,晚上7:25。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 16,經濟艙,"08/22 - $24,629, 08/23 - $24,567, 08/24 - $24,573, 08/25 - $24,573, 08/26 - $24,573, 08/27 - $24,555, 08/28 - $24,554, 08/29 - $24,555, 08/30 - $24,555, 08/31 - $24,555, 09/01 - $24,555, 09/02 - $24,555, 09/03 - $21,438, 09/04 - $21,443, 09/05 - $24,576, 09/06 - $24,581, 09/07 - $24,572, 09/08 - $24,364, 09/09 - $24,364, 09/10 - $24,363, 09/11 - $24,367, 09/12 - $24,449, 09/13 - $24,446, 09/14 - $24,443, 09/15 - $24,443, 09/16 - $24,443, 09/17 - $24,424, 09/18 - $24,414, 09/19 - $24,418, 09/20 - $24,426, 09/21 - $24,424, 09/22 - $24,424, 09/23 - $24,424, 09/24 - $24,365, 09/25 - $24,373, 09/26 - $24,361, 09/27 - $24,358, 09/28 - $24,346, 09/29 - $24,346, 09/30 - $22,712, 10/01 - $22,696, 10/02 - $24,337, 10/03 - $24,357, 10/04 - $24,357, 10/05 - $24,376, 10/06 - $24,376, 10/07 - $24,376, 10/08 - $22,771, 10/09 - $22,758, 10/10 - $22,760, 10/11 - $22,762, 10/12 - $22,766, 10/13 - $22,766, 10/14 - $22,766, 10/15 - $20,935, 10/16 - $20,939, 10/17 - $22,414, 10/18 - $20,938, 10/19 - $20,935, 10/20 - $20,935, "
12月21日 週六,晚上9:50。,TPE,"上午8:00 (星期日, 12月 22)。",MNL,菲律賓航空,需轉機 1 次的航班。,11 小時 10 分鐘,26 小時 10 分鐘,No,Airbus A321,PR 895,經濟艙,"08/22 - $20,652, 08/23 - $20,652, 08/24 - $30,407, 08/25 - $30,407, 08/26 - $30,407, 08/27 - $30,395, 08/28 - $20,643, 08/29 - $20,653, 08/30 - $30,407, 08/31 - $30,403, 09/01 - $27,153, 09/02 - $27,153, 09/03 - $27,163, 09/04 - $27,165, 09/05 - $27,169, 09/06 - $27,172, 09/07 - $20,668, 09/08 - $20,668, 09/09 - $20,668, 09/10 - $20,459, 09/11 - $20,460, 09/12 - $20,471, 09/13 - $20,469, 09/14 - $20,467, 09/15 - $20,467, 09/16 - $20,467, 09/17 - $20,451, 09/18 - $20,443, 09/19 - $20,447, 09/20 - $20,453, 09/21 - $20,452, 09/22 - $20,452, 09/23 - $20,452, 09/24 - $20,454, 09/25 - $20,459, 09/26 - $20,448, 09/27 - $20,446, 09/28 - $20,435, 09/29 - $20,435, 09/30 - $20,435, 10/01 - $20,422, 10/02 - $20,428, 10/03 - $20,444, 10/04 - $20,448, 10/05 - $20,459, 10/06 - $20,459, 10/07 - $20,459, 10/08 - $20,483, 10/09 - $20,471, 10/10 - $20,473, 10/11 - $21,775, 10/12 - $21,775, 10/13 - $21,775, 10/14 - $21,775, 10/15 - $21,765, 10/16 - $21,768, 10/17 - $21,766, 10/18 - $21,766, 10/19 - $21,763, 10/20 - $21,763, "
12月21日 週六,上午8:20。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,13 小時 55 分鐘,28 小時 35 分鐘,No,Boeing 777,CX 407,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $24,624, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
12月21日 週六,上午9:50。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,12 小時 20 分鐘,27 小時 5 分鐘,No,Airbus A350,CX 499,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $17,474, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
