12月21日 週六,晚上9:15。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,未找到停留時間,15 小時 40 分鐘,No,Boeing 777,CX 479,經濟艙,"08/21 - $24,399, 08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $24,624, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, "
12月21日 週六,晚上7:40。,TPE,下午3:10。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 12,經濟艙,"08/21 - $24,635, 08/22 - $24,629, 08/23 - $24,567, 08/24 - $24,573, 08/25 - $24,573, 08/26 - $24,573, 08/27 - $24,555, 08/28 - $24,554, 08/29 - $24,555, 08/30 - $24,561, 08/31 - $24,555, 09/01 - $24,555, 09/02 - $24,555, 09/03 - $24,567, 09/04 - $24,572, 09/05 - $24,576, 09/06 - $24,581, 09/07 - $24,572, 09/08 - $24,364, 09/09 - $24,364, 09/10 - $24,363, 09/11 - $24,367, 09/12 - $24,449, 09/13 - $24,446, 09/14 - $24,443, 09/15 - $24,443, 09/16 - $24,443, 09/17 - $24,424, 09/18 - $24,414, 09/19 - $27,319, 09/20 - $24,426, 09/21 - $27,325, 09/22 - $27,325, 09/23 - $27,325, 09/24 - $27,257, 09/25 - $27,265, 09/26 - $27,253, 09/27 - $24,419, 09/28 - $27,238, 09/29 - $27,238, 09/30 - $24,346, 10/01 - $24,330, 10/02 - $24,337, 10/03 - $24,357, 10/04 - $24,360, 10/05 - $24,360, 10/06 - $24,376, 10/07 - $24,376, 10/08 - $24,405, 10/09 - $24,392, 10/10 - $24,394, 10/11 - $24,396, 10/12 - $24,400, 10/13 - $24,400, 10/14 - $24,400, 10/15 - $22,410, 10/16 - $22,414, 10/17 - $22,414, 10/18 - $22,413, 10/19 - $20,938, "
12月21日 週六,上午10:45。,TPE,下午4:32。,SEA,達美航空,需轉機 1 次的航班。,7 小時 40 分鐘,21 小時 47 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/21 - $32,459, 08/22 - $32,453, 08/23 - $32,453, 08/24 - $32,459, 08/25 - $29,209, 08/26 - $29,209, 08/27 - $29,193, 08/28 - $29,193, 08/29 - $29,202, 08/30 - $29,206, 08/31 - $29,202, 09/01 - $29,202, 09/02 - $29,202, 09/03 - $32,462, 09/04 - $32,466, 09/05 - $32,469, 09/06 - $32,473, 09/07 - $32,466, 09/08 - $32,466, 09/09 - $32,466, 09/10 - $32,465, 09/11 - $32,260, 09/12 - $32,270, 09/13 - $32,267, 09/14 - $37,464, 09/15 - $37,464, 09/16 - $37,464, 09/17 - $37,448, 09/18 - $37,441, 09/19 - $37,444, 09/20 - $37,444, 09/21 - $37,448, 09/22 - $37,448, 09/23 - $37,448, 09/24 - $37,451, 09/25 - $37,457, 09/26 - $37,447, 09/27 - $37,445, 09/28 - $37,435, 09/29 - $37,435, 09/30 - $32,235, 10/01 - $32,222, 10/02 - $37,428, 10/03 - $37,445, 10/04 - $32,247, 10/05 - $32,260, 10/06 - $32,260, 10/07 - $32,260, 10/08 - $32,284, 10/09 - $32,274, 10/10 - $32,275, 10/11 - $29,027, 10/12 - $29,030, 10/13 - $29,030, 10/14 - $29,030, 10/15 - $29,021, 10/16 - $29,024, 10/17 - $29,024, 10/18 - $29,023, 10/19 - $29,020, "
12月21日 週六,上午11:10。,TPE,下午6:06。,SFO,聯合航空,需轉機 1 次的航班。,未找到停留時間,22 小時 56 分鐘,No,Boeing 777,UA 872,經濟艙,"08/21 - $20,330, 08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $35,196, 09/02 - $35,196, 09/03 - $35,206, 09/04 - $35,210, 09/05 - $35,365, 09/06 - $35,217, 09/07 - $37,033, 09/08 - $28,125, 09/09 - $28,125, 09/10 - $28,124, 09/11 - $30,435, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $22,423, 09/16 - $22,423, 09/17 - $22,472, 09/18 - $22,465, 09/19 - $22,468, 09/20 - $22,540, 09/21 - $22,537, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $22,361, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $22,488, 10/09 - $22,446, 10/10 - $22,575, 10/11 - $22,449, 10/12 - $22,452, 10/13 - $22,708, 10/14 - $23,126, 10/15 - $22,635, 10/16 - $22,799, 10/17 - $22,574, 10/18 - $23,440, 10/19 - $23,148, "
12月21日 週六,清晨7:15。,TSA,中午12:40。,HND,長榮航空、聯合航空,需轉機 1 次的航班。,8 小時 35 分鐘,21 小時 25 分鐘,No,Boeing 787-10,BR 192,經濟艙,"08/21 - $24,225, 08/22 - $24,220, 08/23 - $24,221, 08/24 - $24,227, 08/25 - $24,227, 08/26 - $24,227, 08/27 - $24,211, 08/28 - $24,211, 08/29 - $24,222, 08/30 - $24,228, 08/31 - $24,221, 09/01 - $24,229, 09/02 - $24,229, 09/03 - $24,238, 09/04 - $24,243, 09/05 - $24,249, 09/06 - $24,256, 09/07 - $24,250, 09/08 - $24,170, 09/09 - $24,170, 09/10 - $24,171, 09/11 - $22,505, 09/12 - $22,309, 09/13 - $22,308, 09/14 - $22,303, 09/15 - $22,303, 09/16 - $22,303, 09/17 - $22,287, 09/18 - $22,278, 09/19 - $22,281, 09/20 - $22,287, 09/21 - $22,282, 09/22 - $22,282, 09/23 - $22,282, 09/24 - $23,951, 09/25 - $23,959, 09/26 - $23,947, 09/27 - $23,944, 09/28 - $23,930, 09/29 - $23,930, 09/30 - $23,930, 10/01 - $23,883, 10/02 - $23,890, 10/03 - $23,073, 10/04 - $23,074, 10/05 - $23,085, 10/06 - $23,085, 10/07 - $23,085, 10/08 - $23,112, 10/09 - $23,100, 10/10 - $23,101, 10/11 - $23,103, 10/12 - $23,106, 10/13 - $23,106, 10/14 - $23,106, 10/15 - $23,093, 10/16 - $23,097, 10/17 - $23,097, 10/18 - $23,096, 10/19 - $23,092, "
12月21日 週六,清晨7:55。,TPE,上午10:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,5 小時 45 分鐘,18 小時 45 分鐘,No,Boeing 787-10,BR 184,經濟艙,
12月21日 週六,上午8:50。,TPE,上午10:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,4 小時 50 分鐘,17 小時 50 分鐘,No,Boeing 787-10,BR 198,未找到艙等,
12月21日 週六,清晨7:55。,TPE,中午12:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,7 小時 40 分鐘,20 小時 45 分鐘,No,Boeing 787-10,BR 184,經濟艙,
12月21日 週六,上午8:50。,TPE,中午12:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,6 小時 45 分鐘,19 小時 50 分鐘,No,Boeing 787-10,BR 198,經濟艙,
12月21日 週六,清晨7:15。,TSA,上午10:40。,HND,長榮航空、聯合航空,需轉機 1 次的航班。,6 小時 40 分鐘,19 小時 25 分鐘,No,Boeing 787-10,BR 192,經濟艙,
12月21日 週六,凌晨12:05。,TPE,"晚上11:30 (星期五, 12月 20)。",SFO,星宇航空、阿拉斯加航空,需轉機 1 次的航班。,3 小時 5 分鐘,15 小時 25 分鐘,No,Airbus A350,JX 12,經濟艙,
12月21日 週六,清晨7:00。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,12 小時 5 分鐘,26 小時 45 分鐘,No,Boeing 787-10,BR 891,經濟艙,"09/22 - $22,836, 09/23 - $22,836, 09/24 - $24,508, 09/25 - $24,517, 09/26 - $24,503, 09/27 - $24,500, 09/28 - $24,486, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $24,431, 10/02 - $24,441, 10/03 - $23,629, 10/04 - $23,634, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, "
12月21日 週六,上午8:05。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,未找到停留時間,25 小時 40 分鐘,No,Airbus A321,BR 851,經濟艙,"08/21 - $24,788, 08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $24,816, 09/07 - $24,807, 09/08 - $24,727, 09/09 - $24,727, 09/10 - $24,724, 09/11 - $23,061, 09/12 - $22,865, 09/13 - $22,861, 09/14 - $22,858, 09/15 - $22,858, 09/16 - $22,858, 09/17 - $22,835, 09/18 - $22,824, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $22,836, 09/22 - $22,836, 09/23 - $22,836, 09/24 - $24,508, 09/25 - $24,517, 09/26 - $24,503, 09/27 - $24,500, 09/28 - $24,486, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $24,431, 10/02 - $24,441, 10/03 - $23,629, 10/04 - $23,634, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, "
12月21日 週六,上午9:50。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,9 小時 15 分鐘,23 小時 55 分鐘,No,Airbus A330,BR 867,經濟艙,
12月21日 週六,中午12:25。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,6 小時 45 分鐘,21 小時 20 分鐘,No,Airbus A330,BR 869,經濟艙,
12月21日 週六,下午2:25。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,4 小時 40 分鐘,19 小時 20 分鐘,No,Airbus A321,BR 855,經濟艙,"08/21 - $24,788, 08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $24,816, 09/07 - $24,807, 09/08 - $24,727, 09/09 - $24,727, 09/10 - $24,724, 09/11 - $23,061, 09/12 - $22,865, 09/13 - $22,861, 09/14 - $22,858, 09/15 - $22,858, 09/16 - $22,858, 09/17 - $22,835, 09/18 - $22,824, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $22,836, 09/22 - $22,836, 09/23 - $22,836, 09/24 - $24,508, 09/25 - $24,517, 09/26 - $24,503, 09/27 - $24,500, 09/28 - $24,486, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $24,431, 10/02 - $24,441, 10/03 - $23,629, 10/04 - $23,634, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, "
12月21日 週六,下午4:35。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,2 小時 35 分鐘,17 小時 10 分鐘,No,Boeing 787-10,BR 871,經濟艙,"08/21 - $24,788, 08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $24,816, 09/07 - $24,807, 09/08 - $24,727, 09/09 - $24,727, 09/10 - $24,724, 09/11 - $23,061, 09/12 - $22,865, 09/13 - $22,861, 09/14 - $22,858, 09/15 - $22,858, 09/16 - $22,858, 09/17 - $22,835, 09/18 - $22,824, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $22,836, 09/22 - $22,836, 09/23 - $22,836, 09/24 - $24,508, 09/25 - $24,517, 09/26 - $24,503, 09/27 - $24,500, 09/28 - $24,486, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $24,431, 10/02 - $24,441, 10/03 - $23,629, 10/04 - $23,634, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, "
12月21日 週六,上午11:10。,TPE,上午9:58。,SFO,聯合航空,需轉機 1 次的航班。,1 小時 50 分鐘,14 小時 48 分鐘,No,Boeing 777,UA 872,經濟艙,"08/21 - $20,330, 08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $38,397, 09/02 - $37,019, 09/03 - $37,029, 09/04 - $37,033, 09/05 - $38,512, 09/06 - $37,192, 09/07 - $37,033, 09/08 - $28,125, 09/09 - $28,125, 09/10 - $28,124, 09/11 - $28,944, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $22,423, 09/16 - $22,423, 09/17 - $22,472, 09/18 - $22,465, 09/19 - $22,468, 09/20 - $22,540, 09/21 - $22,537, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $21,261, 09/28 - $22,361, 09/29 - $22,361, 09/30 - $20,106, 10/01 - $21,238, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $22,488, 10/09 - $22,446, 10/10 - $23,217, 10/11 - $22,449, 10/12 - $22,452, 10/13 - $22,644, 10/14 - $22,805, 10/15 - $23,117, 10/16 - $27,946, 10/17 - $27,946, 10/18 - $27,945, 10/19 - $23,790, "
12月21日 週六,上午11:10。,TPE,中午12:33。,SFO,聯合航空,需轉機 1 次的航班。,4 小時 25 分鐘,17 小時 23 分鐘,No,Boeing 777,UA 872,經濟艙,"08/21 - $20,330, 08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $37,019, 09/02 - $37,019, 09/03 - $37,029, 09/04 - $37,033, 09/05 - $37,188, 09/06 - $37,040, 09/07 - $39,766, 09/08 - $28,941, 09/09 - $28,941, 09/10 - $28,940, 09/11 - $32,361, 09/12 - $22,429, 09/13 - $22,426, 09/14 - $22,423, 09/15 - $22,945, 09/16 - $23,435, 09/17 - $27,907, 09/18 - $27,932, 09/19 - $28,099, 09/20 - $28,106, 09/21 - $28,103, 09/22 - $22,505, 09/23 - $22,635, 09/24 - $23,128, 09/25 - $27,916, 09/26 - $27,906, 09/27 - $28,426, 09/28 - $28,416, 09/29 - $22,361, 09/30 - $22,328, 10/01 - $22,315, 10/02 - $22,335, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $22,335, 10/07 - $22,849, 10/08 - $23,611, 10/09 - $23,601, 10/10 - $27,947, 10/11 - $27,949, 10/12 - $27,952, 10/13 - $27,952, 10/14 - $27,952, 10/15 - $27,943, 10/16 - $27,946, 10/17 - $27,946, 10/18 - $27,945, 10/19 - $23,790, "
12月21日 週六,下午6:10。,TPE,"清晨6:00 (星期日, 12月 22)。",HKG,長榮航空、聯合航空,需轉機 1 次的航班。,13 小時 20 分鐘,27 小時 50 分鐘,No,Boeing 787-10,BR 857,經濟艙,
出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格歷史
<span jsa,晚上7:40。,未找到出發機場代碼,下午3:00。,未找到抵達機場代碼,"依據價格和便利性排序<span title=""為什麼會顯示這些航班？"" class=""Vhw2sf""><span jscontroller=""m8C1Md"" data-position=""1"" data-caret-position=""1"" jsshadow=""""><span jsslot="""" jsname=""uGpixd"" jsaction=""JIbuQc:pCNdcd;dE7iIc:pCNdcd;PCbPId:QsRKXb;""><span jscontroller=""SNRWpb"" jsaction=""click:NNTXZc"" data-teid=""JIbuQc"" data-ved=""0CAoQvI8IahcKEwiQ3-6UgJ2JAxUAAAAAHQAAAAAQEQ"" aria-haspopup=""true"" aria-label="""" role=""button"" tabindex=""0"" class=""WTCYAb""><span class=""zlyfOd vmWDCc"" aria-label=""進一步瞭解排名"" role=""link""><svg width=""18"" height=""18"" viewBox=""0 0 24 24"" focusable=""false"" class="" NMm5M""><path d=""M11 17h2v-6h-2v6zm1-15C6.48 2 2 6.48 2 12s4.48 10 10 10 10-4.48 10-10S17.52 2 12 2zm0 18c-4.41 0-8-3.59-8-8s3.59-8 8-8 8 3.59 8 8-3.59 8-8 8zM11 9h2V7h-2v2z""></path></svg></span></span></span><span jsname=""t7ywpb"" data-id=""nN1UIf""><div role=""dialog"" class=""WBrmze vgxqbc eLNT1d hANULe"" style=""--callout-max-width: 450px"" jscontroller=""JWzL8e"" jsaction=""JIbuQc:HJ4Yzb(plIjzf);GvneHb:sQUPPd;"" aria-describedby=""nN1UIf"" aria-modal=""true"" data-ved=""0CAsQv48IahcKEwiQ3-6UgJ2JAxUAAAAAHQAAAAAQEQ"" data-id=""nN1UIf""><div class=""SCZOA""><div class=""mdmY6e""><div class=""OkpTC""><div class=""lQ5tic""></div></div><div class=""og7T5d""><div class=""kvqsDd""><span class=""VfPpkd-BFbNVe-bF1uUb NZp2ef"" aria-hidden=""true""></span></div></div></div><div class=""Qh1JHb""><span class=""VfPpkd-BFbNVe-bF1uUb NZp2ef"" aria-hidden=""true""></span><div class=""IwAJYb""><div class=""p1FKCd"" data-nosnippet=""""><span data-is-tooltip-wrapper=""true""><div class=""VfPpkd-dgl2Hf-ppHlrf-sM5MNb"" data-is-touch-wrapper=""true""><button class=""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-k8QpJ VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf nCP5yc AjY5Oe LQeN7 nJawce WRU6Yd"" jscontroller=""soHxf"" jsaction=""click:cOuCgd; mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; focus:AHmuwe; blur:O22p3e; contextmenu:mg9Pef;mlnRJb:fLiPzd;"" data-idom-class=""nCP5yc AjY5Oe LQeN7 nJawce WRU6Yd"" jsname=""plIjzf"" aria-label=""關閉對話方塊"" data-tooltip-enabled=""true"" data-tooltip-id=""tt-c2580""><div class=""VfPpkd-Jh9lGc""></div><div class=""VfPpkd-J1Ukfc-LhBDec""></div><div class=""VfPpkd-RLmnJb""></div><svg width=""16"" height=""16"" viewBox=""0 0 24 24"" focusable=""false"" class=""VvN78c NMm5M""><path d=""M19 6.41L17.59 5 12 10.59 6.41 5 5 6.41 10.59 12 5 17.59 6.41 19 12 13.41 17.59 19 19 17.59 13.41 12 19 6.41z""></path></svg><span jsname=""V67aGc"" class=""VfPpkd-vQzf8d""></span></button></div><div class=""EY8ABd-OWXEXe-TAWMXe"" id=""tt-c2580"" role=""tooltip"" aria-hidden=""true"">關閉對話方塊</div></span></div><div id=""nN1UIf""><p class=""sSHqwe B9t5A"">「最佳航班」的排序依據為價格與影響便利性的諸多因素，例如飛行時間、停靠次數、停留期間的機場轉換次數。其他所有航班則依價格排序。&nbsp;<a class=""rYr5ye"" aria-label=""進一步瞭解航班的排序方式"" href=""https://support.google.com/travel/answer/7664728?ref_topic=2475360&amp;hl=zh-TW"" target=""_blank"" rel=""noopener noreferrer"" jscontroller=""fwl1Ad"" jsaction=""focus:AHmuwe; blur:O22p3e; mousedown:UX7yZ; touchstart:p6p2H"">瞭解詳情</a></p></div></div></div></div></div></span></span></span>1 位成人的價格 (含稅及其他費用)。 <span jscontroller=""rV7Ljf"" jsaction=""JIbuQc:hiScPe(hajpub),oea1De(T5ASof)"">可能須支付額外費用和<span role=""button"" tabindex=""0"" jscontroller=""ZzmJsb"" jsaction=""focus:AHmuwe; blur:O22p3e; click:cOuCgd; mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; contextmenu:mg9Pef"" class=""NsPD3d"" jsname=""hajpub"">行李費用</span>。 <span class=""JYZ0E""><span role=""button"" tabindex=""0"" jscontroller=""ZzmJsb"" jsaction=""focus:AHmuwe; blur:O22p3e; click:cOuCgd; mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; contextmenu:mg9Pef"" class=""NsPD3d"" jsname=""T5ASof"" data-ved=""0CAwQ75cKahcKEwiQ3-6UgJ2JAxUAAAAAHQAAAAAQEQ"">乘客協助服務</span>資訊。</span></span>",直達航班。,Non-stop,11 小時 20 分鐘,No,null,未找到航班代碼,未找到艙等,
12月20日 週五,晚上11:50。,TPE,晚上7:35。,LAX,中華航空,直達航班。,Non-stop,11 小時 45 分鐘,No,Boeing 777,CI 8,經濟艙,"08/21 - $21,255, 08/22 - $21,249, 08/23 - $21,249, 08/24 - $21,255, 08/25 - $21,255, 08/26 - $21,255, 08/27 - $21,237, 08/28 - $21,236, 08/29 - $21,247, 08/30 - $21,253, 08/31 - $21,247, 09/01 - $21,220, 09/02 - $21,220, 09/03 - $21,220, 09/04 - $21,237, 09/05 - $21,241, 09/06 - $20,681, 09/07 - $20,672, 09/08 - $20,464, 09/09 - $20,464, 09/10 - $20,463, 09/11 - $20,467, 09/12 - $20,478, 09/13 - $20,475, 09/14 - $20,472, 09/15 - $20,472, 09/16 - $20,472, 09/17 - $20,453, 09/18 - $20,443, 09/19 - $20,447, 09/20 - $20,455, 09/21 - $20,453, 09/22 - $20,453, 09/23 - $20,453, 09/24 - $20,455, 09/25 - $20,463, 09/26 - $20,451, 09/27 - $17,630, 09/28 - $17,618, 09/29 - $17,618, 09/30 - $22,675, 10/01 - $22,659, 10/02 - $22,756, 10/03 - $21,200, 10/04 - $21,203, 10/05 - $21,219, 10/06 - $21,219, 10/07 - $21,219, 10/08 - $21,248, 10/09 - $19,379, 10/10 - $19,381, 10/11 - $19,383, 10/12 - $19,387, 10/13 - $19,387, 10/14 - $19,387, 10/15 - $19,375, 10/16 - $19,379, 10/17 - $19,379, 10/18 - $18,493, 10/19 - $18,490, "
12月20日 週五,上午11:20。,TPE,清晨6:50。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 6,經濟艙,"08/21 - $22,996, 08/22 - $22,933, 08/23 - $22,933, 08/24 - $22,939, 08/25 - $22,939, 08/26 - $22,939, 08/27 - $22,921, 08/28 - $22,920, 08/29 - $21,427, 08/30 - $21,433, 08/31 - $24,555, 09/01 - $24,555, 09/02 - $24,555, 09/03 - $24,567, 09/04 - $24,572, 09/05 - $24,576, 09/06 - $24,581, 09/07 - $24,572, 09/08 - $24,364, 09/09 - $24,364, 09/10 - $24,363, 09/11 - $24,367, 09/12 - $21,310, 09/13 - $21,307, 09/14 - $24,443, 09/15 - $24,443, 09/16 - $24,443, 09/17 - $24,424, 09/18 - $24,414, 09/19 - $24,418, 09/20 - $24,426, 09/21 - $24,424, 09/22 - $24,424, 09/23 - $24,424, 09/24 - $24,365, 09/25 - $24,373, 09/26 - $24,361, 09/27 - $24,358, 09/28 - $24,346, 09/29 - $24,346, 09/30 - $22,712, 10/01 - $22,696, 10/02 - $22,703, 10/03 - $22,723, 10/04 - $22,726, 10/05 - $22,742, 10/06 - $24,376, 10/07 - $24,376, 10/08 - $22,771, 10/09 - $22,758, 10/10 - $22,760, 10/11 - $22,762, 10/12 - $22,766, 10/13 - $22,766, 10/14 - $22,766, 10/15 - $20,935, 10/16 - $20,939, 10/17 - $20,939, 10/18 - $20,938, 10/19 - $20,935, "
12月20日 週五,上午8:20。,TPE,上午9:05。,HKG,國泰航空,需轉機 1 次的航班。,1 小時 55 分鐘,16 小時 45 分鐘,No,Boeing 777,CX 407,經濟艙,"08/21 - $21,799, 08/22 - $21,786, 08/23 - $21,784, 08/24 - $21,797, 08/25 - $21,797, 08/26 - $21,797, 08/27 - $21,765, 08/28 - $21,764, 08/29 - $21,782, 08/30 - $21,794, 08/31 - $21,782, 09/01 - $20,761, 09/02 - $20,761, 09/03 - $20,779, 09/04 - $20,779, 09/05 - $20,793, 09/06 - $20,801, 09/07 - $20,788, 09/08 - $20,788, 09/09 - $20,788, 09/10 - $22,016, 09/11 - $19,424, 09/12 - $17,489, 09/13 - $17,484, 09/14 - $17,482, 09/15 - $17,482, 09/16 - $17,482, 09/17 - $17,449, 09/18 - $17,433, 09/19 - $17,440, 09/20 - $17,453, 09/21 - $17,450, 09/22 - $17,450, 09/23 - $17,450, 09/24 - $17,456, 09/25 - $17,467, 09/26 - $17,448, 09/27 - $17,443, 09/28 - $17,424, 09/29 - $17,424, 09/30 - $17,424, 10/01 - $17,393, 10/02 - $17,407, 10/03 - $17,439, 10/04 - $17,446, 10/05 - $17,471, 10/06 - $17,471, 10/07 - $17,471, 10/08 - $17,519, 10/09 - $17,498, 10/10 - $17,501, 10/11 - $17,506, 10/12 - $17,510, 10/13 - $17,510, 10/14 - $17,510, 10/15 - $17,492, 10/16 - $17,498, 10/17 - $17,499, 10/18 - $17,497, 10/19 - $17,490, "
