12月20日 週五,下午4:50。,TSA,下午5:50。,HND,全日空航空,需轉機 1 次的航班。,4 小時 10 分鐘,未找到飛行時間,No,Boeing 787,NH 854,未找到艙等,
12月20日 週五,晚上11:55。,TPE,晚上7:25。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 16,經濟艙,"08/21 - $22,996, 08/22 - $22,933, 08/23 - $22,933, 08/24 - $22,939, 08/25 - $22,939, 08/26 - $22,939, 08/27 - $22,921, 08/28 - $22,920, 08/29 - $21,487, 08/30 - $24,561, 08/31 - $24,555, 09/01 - $24,555, 09/02 - $24,555, 09/03 - $21,438, 09/04 - $21,443, 09/05 - $21,447, 09/06 - $24,581, 09/07 - $24,572, 09/08 - $24,364, 09/09 - $24,364, 09/10 - $24,363, 09/11 - $24,367, 09/12 - $24,449, 09/13 - $24,446, 09/14 - $24,443, 09/15 - $24,443, 09/16 - $24,443, 09/17 - $24,424, 09/18 - $24,414, 09/19 - $24,418, 09/20 - $24,426, 09/21 - $24,424, 09/22 - $24,424, 09/23 - $24,424, 09/24 - $24,365, 09/25 - $24,373, 09/26 - $24,361, 09/27 - $24,358, 09/28 - $24,346, 09/29 - $24,346, 09/30 - $22,712, 10/01 - $22,696, 10/02 - $22,703, 10/03 - $22,723, 10/04 - $22,726, 10/05 - $22,742, 10/06 - $22,742, 10/07 - $24,376, 10/08 - $22,771, 10/09 - $22,758, 10/10 - $22,760, 10/11 - $22,762, 10/12 - $22,766, 10/13 - $22,766, 10/14 - $22,766, 10/15 - $20,935, 10/16 - $20,939, 10/17 - $20,939, 10/18 - $20,938, 10/19 - $20,935, "
12月20日 週五,下午4:50。,TSA,"上午10:40 (星期六, 12月 21)。",HND,全日空航空、聯合航空,需轉機 1 次的航班。,21 小時 5 分鐘,33 小時 50 分鐘,No,Boeing 787,NH 854,未找到艙等,
12月20日 週五,下午4:50。,TSA,"下午2:05 (星期六, 12月 21)。",HND,全日空航空,需轉機 1 次的航班。,24 小時 25 分鐘,37 小時 15 分鐘,No,Boeing 787,NH 854,經濟艙,"08/21 - $31,333, 08/22 - $31,328, 08/23 - $31,332, 08/24 - $31,332, 08/25 - $31,337, 08/26 - $31,337, 08/27 - $27,875, 08/28 - $28,099, 08/29 - $27,886, 08/30 - $27,892, 08/31 - $27,885, 09/01 - $27,885, 09/02 - $27,885, 09/03 - $23,389, 09/04 - $23,391, 09/05 - $22,254, 09/06 - $23,413, 09/07 - $23,411, 09/08 - $27,911, 09/09 - $28,136, 09/10 - $28,142, 09/11 - $27,918, 09/12 - $23,448, 09/13 - $23,451, 09/14 - $23,218, 09/15 - $22,298, 09/16 - $20,403, 09/17 - $20,391, 09/18 - $23,199, 09/19 - $20,383, 09/20 - $20,388, 09/21 - $20,602, 09/22 - $20,602, 09/23 - $20,602, 09/24 - $22,045, 09/25 - $22,054, 09/26 - $22,042, 09/27 - $22,037, 09/28 - $22,019, 09/29 - $22,019, 09/30 - $22,019, 10/01 - $22,017, 10/02 - $22,020, 10/03 - $21,202, 10/04 - $21,197, 10/05 - $21,205, 10/06 - $21,205, 10/07 - $21,205, 10/08 - $21,225, 10/09 - $21,214, 10/10 - $21,214, 10/11 - $21,215, 10/12 - $21,218, 10/13 - $21,218, 10/14 - $21,218, 10/15 - $21,205, 10/16 - $21,207, 10/17 - $21,208, 10/18 - $21,206, 10/19 - $21,201, "
12月20日 週五,下午4:50。,TSA,"上午9:50 (星期六, 12月 21)。",HND,全日空航空,需轉機 1 次的航班。,20 小時 20 分鐘,未找到飛行時間,No,Boeing 787,NH 854,經濟艙,
12月20日 週五,凌晨12:05。,TPE,"晚上11:30 (星期四, 12月 19)。",SFO,星宇航空、阿拉斯加航空,需轉機 1 次的航班。,3 小時 5 分鐘,15 小時 25 分鐘,No,Airbus A350,JX 12,經濟艙,
12月20日 週五,清晨7:15。,TSA,中午12:40。,HND,長榮航空、聯合航空,需轉機 1 次的航班。,8 小時 35 分鐘,21 小時 25 分鐘,No,Boeing 787-10,BR 192,未找到艙等,
12月20日 週五,清晨7:55。,TPE,上午10:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,5 小時 45 分鐘,18 小時 45 分鐘,No,Boeing 787-10,BR 184,經濟艙,
12月20日 週五,上午8:50。,TPE,上午10:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,4 小時 50 分鐘,17 小時 50 分鐘,No,Boeing 787-10,BR 198,未找到艙等,
12月20日 週五,清晨7:55。,TPE,中午12:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,7 小時 40 分鐘,20 小時 45 分鐘,No,Boeing 787-10,BR 184,經濟艙,
12月20日 週五,上午8:50。,TPE,中午12:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,6 小時 45 分鐘,19 小時 50 分鐘,No,Boeing 787-10,BR 198,經濟艙,
12月20日 週五,清晨7:15。,TSA,上午10:40。,HND,長榮航空、聯合航空,需轉機 1 次的航班。,6 小時 40 分鐘,19 小時 25 分鐘,No,Boeing 787-10,BR 192,經濟艙,
12月20日 週五,清晨7:00。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,12 小時 5 分鐘,26 小時 45 分鐘,No,Boeing 787-10,BR 891,經濟艙,
12月20日 週五,上午8:05。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,未找到停留時間,25 小時 40 分鐘,No,Airbus A321,BR 851,經濟艙,"08/21 - $24,788, 08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $30,461, 09/07 - $30,452, 09/08 - $30,372, 09/09 - $30,372, 09/10 - $30,369, 09/11 - $30,375, 09/12 - $30,179, 09/13 - $30,175, 09/14 - $30,172, 09/15 - $33,623, 09/16 - $33,623, 09/17 - $33,600, 09/18 - $33,589, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $30,150, 09/22 - $30,150, 09/23 - $30,150, 09/24 - $30,153, 09/25 - $30,162, 09/26 - $30,148, 09/27 - $30,145, 09/28 - $30,131, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $25,575, 10/02 - $24,441, 10/03 - $23,629, 10/04 - $23,629, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, "
12月20日 週五,上午9:50。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,9 小時 15 分鐘,23 小時 55 分鐘,No,Boeing 787,BR 867,經濟艙,
12月20日 週五,中午12:25。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,6 小時 45 分鐘,21 小時 20 分鐘,No,Airbus A330,BR 869,經濟艙,
12月20日 週五,下午2:25。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,4 小時 40 分鐘,19 小時 20 分鐘,No,Airbus A321,BR 855,經濟艙,"08/21 - $24,788, 08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $30,461, 09/07 - $30,452, 09/08 - $30,372, 09/09 - $30,372, 09/10 - $30,369, 09/11 - $30,375, 09/12 - $30,179, 09/13 - $30,175, 09/14 - $30,172, 09/15 - $33,623, 09/16 - $33,623, 09/17 - $33,600, 09/18 - $33,589, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $30,150, 09/22 - $30,150, 09/23 - $30,150, 09/24 - $30,153, 09/25 - $30,162, 09/26 - $30,148, 09/27 - $30,145, 09/28 - $30,131, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $25,575, 10/02 - $30,086, 10/03 - $22,793, 10/04 - $23,634, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, "
12月20日 週五,下午4:35。,TPE,下午5:45。,HKG,長榮航空、聯合航空,需轉機 1 次的航班。,2 小時 35 分鐘,17 小時 10 分鐘,No,Boeing 787-10,BR 871,經濟艙,"08/21 - $24,788, 08/22 - $24,780, 08/23 - $24,780, 08/24 - $24,787, 08/25 - $24,787, 08/26 - $24,787, 08/27 - $24,765, 08/28 - $24,765, 08/29 - $24,777, 08/30 - $24,784, 08/31 - $24,778, 09/01 - $24,786, 09/02 - $24,786, 09/03 - $24,799, 09/04 - $24,806, 09/05 - $24,811, 09/06 - $30,461, 09/07 - $30,452, 09/08 - $30,372, 09/09 - $30,372, 09/10 - $30,369, 09/11 - $30,375, 09/12 - $30,179, 09/13 - $30,175, 09/14 - $30,172, 09/15 - $33,623, 09/16 - $33,623, 09/17 - $33,600, 09/18 - $33,589, 09/19 - $22,829, 09/20 - $22,838, 09/21 - $30,150, 09/22 - $30,150, 09/23 - $30,150, 09/24 - $30,153, 09/25 - $30,162, 09/26 - $30,148, 09/27 - $30,145, 09/28 - $30,131, 09/29 - $24,486, 09/30 - $24,486, 10/01 - $25,575, 10/02 - $30,086, 10/03 - $22,793, 10/04 - $23,634, 10/05 - $23,652, 10/06 - $23,652, 10/07 - $23,652, 10/08 - $23,687, 10/09 - $23,672, 10/10 - $23,673, 10/11 - $23,677, 10/12 - $23,681, 10/13 - $23,681, 10/14 - $23,681, 10/15 - $23,667, 10/16 - $23,672, 10/17 - $23,672, 10/18 - $23,670, 10/19 - $23,666, "
null,null,未找到出發機場代碼,null,未找到抵達機場代碼,null,Non-stop,未找到停留時間,null,No,null,未找到航班代碼,未找到艙等,
12月20日 週五,凌晨12:05。,TPE,上午9:32。,SFO,星宇航空、阿拉斯加航空,需轉機 1 次的航班。,13 小時 3 分鐘,25 小時 27 分鐘,No,Airbus A350,JX 12,經濟艙,
12月20日 週五,上午8:20。,TPE,下午5:45。,HKG,國泰航空、聯合航空,需轉機 1 次的航班。,10 小時 35 分鐘,25 小時 25 分鐘,No,Boeing 777,CX 407,經濟艙,
12月20日 週五,上午9:50。,TPE,下午5:45。,HKG,國泰航空、聯合航空,需轉機 1 次的航班。,9 小時 15 分鐘,23 小時 55 分鐘,No,Airbus A330,CX 469,經濟艙,
12月20日 週五,上午10:45。,TPE,下午5:45。,HKG,國泰航空、聯合航空,需轉機 1 次的航班。,8 小時 5 分鐘,未找到飛行時間,No,Boeing 777,CX 489,經濟艙,
12月20日 週五,中午12:25。,TPE,下午5:45。,HKG,國泰航空、聯合航空,需轉機 1 次的航班。,6 小時 35 分鐘,21 小時 20 分鐘,No,Airbus A330,CX 461,經濟艙,
12月20日 週五,下午1:20。,TPE,下午5:45。,HKG,國泰航空、聯合航空,需轉機 1 次的航班。,5 小時 40 分鐘,20 小時 25 分鐘,No,Airbus A330,CX 495,經濟艙,
12月20日 週五,下午3:50。,TPE,下午5:45。,HKG,國泰航空、聯合航空,需轉機 1 次的航班。,3 小時 10 分鐘,17 小時 55 分鐘,No,Airbus A330,CX 443,經濟艙,
12月20日 週五,下午5:00。,TPE,下午5:45。,HKG,國泰航空、聯合航空,需轉機 1 次的航班。,未找到停留時間,16 小時 45 分鐘,No,Airbus A330,CX 421,經濟艙,
12月20日 週五,晚上7:40。,TPE,下午3:10。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 12,未找到艙等,
12月20日 週五,下午1:35。,TPE,晚上7:00。,MNL,中華航空、菲律賓航空,需轉機 1 次的航班。,6 小時 35 分鐘,21 小時 25 分鐘,No,Airbus A330,CI 703,經濟艙,"08/24 - $33,867, 08/25 - $33,867, 08/26 - $33,867, 08/27 - $33,855, 08/28 - $33,853, 08/29 - $33,863, 08/30 - $33,867, 08/31 - $33,863, 09/01 - $33,863, 09/02 - $33,863, 09/03 - $33,873, 09/04 - $33,875, 09/05 - $33,879, 09/06 - $33,882, 09/07 - $33,878, 09/08 - $33,878, 09/09 - $33,878, 09/10 - $33,669, 09/11 - $33,670, 09/12 - $33,681, 09/13 - $33,679, 09/14 - $33,677, 09/15 - $33,677, 09/16 - $33,677, 09/17 - $33,661, 09/18 - $33,653, 09/19 - $33,657, 09/20 - $33,663, 09/21 - $33,662, 09/22 - $33,662, 09/23 - $33,662, 09/24 - $37,744, 09/25 - $37,735, 09/26 - $37,724, 09/27 - $37,736, 09/28 - $37,725, 09/29 - $37,725, 09/30 - $37,725, 10/01 - $24,992, 10/02 - $23,928, 10/03 - $23,944, 10/04 - $25,018, 10/05 - $33,669, 10/06 - $33,669, 10/07 - $33,669, 10/08 - $25,053, 10/09 - $25,041, 10/10 - $25,043, 10/11 - $25,045, 10/12 - $25,045, 10/13 - $25,045, 10/14 - $25,045, 10/15 - $25,035, 10/16 - $25,038, 10/17 - $25,036, 10/18 - $37,756, 10/19 - $25,033, "
12月20日 週五,晚上7:30。,TPE,"下午1:20 (星期六, 12月 21)。",HKG,國泰航空,需轉機 1 次的航班。,19 小時 5 分鐘,33 小時 50 分鐘,No,Boeing 777,CX 565,經濟艙,
12月20日 週五,晚上7:40。,TPE,"下午1:20 (星期六, 12月 21)。",HKG,國泰航空,需轉機 1 次的航班。,18 小時 55 分鐘,33 小時 40 分鐘,No,Boeing 777,CX 451,經濟艙,"08/21 - $24,892, 08/22 - $24,878, 08/23 - $24,876, 08/24 - $24,890, 08/25 - $24,890, 08/26 - $24,890, 08/27 - $24,856, 08/28 - $24,855, 08/29 - $24,873, 08/30 - $24,886, 08/31 - $24,874, 09/01 - $23,853, 09/02 - $23,853, 09/03 - $23,872, 09/04 - $23,880, 09/05 - $23,887, 09/06 - $23,896, 09/07 - $23,882, 09/08 - $23,882, 09/09 - $23,882, 09/10 - $25,110, 09/11 - $19,919, 09/12 - $17,985, 09/13 - $22,529, 09/14 - $25,127, 09/15 - $25,127, 09/16 - $25,127, 09/17 - $25,091, 09/18 - $25,074, 09/19 - $25,082, 09/20 - $25,096, 09/21 - $25,093, 09/22 - $25,093, 09/23 - $25,093, 09/24 - $25,099, 09/25 - $25,111, 09/26 - $25,091, 09/27 - $25,085, 09/28 - $25,065, 09/29 - $25,065, 09/30 - $25,065, 10/01 - $25,031, 10/02 - $25,047, 10/03 - $25,081, 10/04 - $25,089, 10/05 - $22,517, 10/06 - $25,117, 10/07 - $25,117, 10/08 - $25,169, 10/09 - $25,146, 10/10 - $25,149, 10/11 - $25,154, 10/12 - $25,159, 10/13 - $25,159, 10/14 - $25,159, 10/15 - $25,139, 10/16 - $25,146, 10/17 - $25,147, 10/18 - $25,145, 10/19 - $25,137, "
12月20日 週五,晚上8:15。,TPE,"下午1:20 (星期六, 12月 21)。",HKG,國泰航空,需轉機 1 次的航班。,18 小時 20 分鐘,33 小時 5 分鐘,No,Airbus A350,CX 531,經濟艙,"08/21 - $24,892, 08/22 - $24,878, 08/23 - $24,876, 08/24 - $24,890, 08/25 - $24,890, 08/26 - $24,890, 08/27 - $24,856, 08/28 - $24,855, 08/29 - $24,873, 08/30 - $24,886, 08/31 - $24,874, 09/01 - $23,853, 09/02 - $23,853, 09/03 - $23,872, 09/04 - $23,880, 09/05 - $23,887, 09/06 - $23,896, 09/07 - $23,882, 09/08 - $23,882, 09/09 - $23,882, 09/10 - $25,110, 09/11 - $25,119, 09/12 - $17,985, 09/13 - $22,529, 09/14 - $25,127, 09/15 - $25,127, 09/16 - $25,127, 09/17 - $25,091, 09/18 - $25,074, 09/19 - $25,082, 09/20 - $25,096, 09/21 - $25,093, 09/22 - $25,093, 09/23 - $25,093, 09/24 - $25,099, 09/25 - $25,111, 09/26 - $25,091, 09/27 - $25,085, 09/28 - $25,065, 09/29 - $25,065, 09/30 - $25,065, 10/01 - $25,031, 10/02 - $25,047, 10/03 - $25,081, 10/04 - $25,089, 10/05 - $22,517, 10/06 - $25,117, 10/07 - $25,117, 10/08 - $25,169, 10/09 - $25,146, 10/10 - $25,149, 10/11 - $25,154, 10/12 - $25,159, 10/13 - $25,159, 10/14 - $25,159, 10/15 - $25,139, 10/16 - $25,146, 10/17 - $25,147, 10/18 - $25,145, 10/19 - $25,137, "
12月20日 週五,晚上9:15。,TPE,"下午1:20 (星期六, 12月 21)。",HKG,國泰航空,需轉機 1 次的航班。,17 小時 15 分鐘,32 小時 5 分鐘,No,Boeing 777,CX 479,經濟艙,"08/21 - $24,892, 08/22 - $24,878, 08/23 - $24,876, 08/24 - $24,890, 08/25 - $24,890, 08/26 - $24,890, 08/27 - $24,856, 08/28 - $24,855, 08/29 - $24,873, 08/30 - $24,886, 08/31 - $24,874, 09/01 - $23,853, 09/02 - $23,853, 09/03 - $23,872, 09/04 - $23,880, 09/05 - $23,887, 09/06 - $23,896, 09/07 - $23,882, 09/08 - $23,882, 09/09 - $23,882, 09/10 - $25,110, 09/11 - $25,119, 09/12 - $17,985, 09/13 - $22,529, 09/14 - $25,127, 09/15 - $25,127, 09/16 - $25,127, 09/17 - $25,091, 09/18 - $25,074, 09/19 - $25,082, 09/20 - $25,096, 09/21 - $25,093, 09/22 - $25,093, 09/23 - $25,093, 09/24 - $25,099, 09/25 - $25,111, 09/26 - $25,091, 09/27 - $25,085, 09/28 - $25,065, 09/29 - $25,065, 09/30 - $25,065, 10/01 - $25,031, 10/02 - $25,047, 10/03 - $25,081, 10/04 - $25,089, 10/05 - $22,517, 10/06 - $25,117, 10/07 - $25,117, 10/08 - $25,169, 10/09 - $25,146, 10/10 - $25,149, 10/11 - $25,154, 10/12 - $25,159, 10/13 - $25,159, 10/14 - $25,159, 10/15 - $25,139, 10/16 - $25,146, 10/17 - $25,147, 10/18 - $25,145, 10/19 - $25,137, "
12月20日 週五,晚上7:30。,TPE,"清晨6:00 (星期六, 12月 21)。",HKG,國泰航空、聯合航空,需轉機 1 次的航班。,11 小時 50 分鐘,26 小時 30 分鐘,No,Boeing 777,CX 565,經濟艙,
12月20日 週五,晚上7:40。,TPE,"清晨6:00 (星期六, 12月 21)。",HKG,國泰航空、聯合航空,需轉機 1 次的航班。,11 小時 40 分鐘,26 小時 20 分鐘,No,Boeing 777,CX 451,經濟艙,
12月20日 週五,晚上8:15。,TPE,"清晨6:00 (星期六, 12月 21)。",HKG,國泰航空、聯合航空,需轉機 1 次的航班。,11 小時 5 分鐘,25 小時 45 分鐘,No,Airbus A350,CX 531,未找到艙等,
12月20日 週五,晚上9:15。,TPE,"清晨6:00 (星期六, 12月 21)。",HKG,國泰航空、聯合航空,需轉機 1 次的航班。,未找到停留時間,24 小時 45 分鐘,No,Boeing 777,CX 479,經濟艙,
12月20日 週五,清晨7:55。,TPE,上午11:15。,NRT,長榮航空、新加坡航空,需轉機 1 次的航班。,6 小時 15 分鐘,19 小時 20 分鐘,No,Boeing 787-10,BR 184,未找到艙等,
12月20日 週五,上午8:50。,TPE,上午11:15。,NRT,長榮航空、新加坡航空,需轉機 1 次的航班。,5 小時 20 分鐘,18 小時 25 分鐘,No,Boeing 787-10,BR 198,未找到艙等,
12月20日 週五,凌晨12:05。,TPE,中午12:21。,SFO,星宇航空、阿拉斯加航空,需轉機 1 次的航班。,15 小時 51 分鐘,28 小時 16 分鐘,No,Airbus A350,JX 12,經濟艙,
12月20日 週五,清晨7:15。,TSA,上午11:15。,HND,長榮航空、新加坡航空,需轉機 1 次的航班。,7 小時 10 分鐘,未找到飛行時間,No,Boeing 787-10,BR 192,未找到艙等,
12月20日 週五,上午11:30。,TSA,"上午9:05 (星期六, 12月 21)。",SHA,上海航空、中國東方航空,需轉機 1 次的航班。,23 小時 35 分鐘,37 小時 35 分鐘,No,Boeing 737,FM 852,經濟艙,
12月20日 週五,凌晨2:20。,TPE,清晨6:00。,NRT,捷星日本航空、美國航空,需轉機 1 次的航班。,6 小時 40 分鐘,19 小時 40 分鐘,No,Airbus A321neo,GK 12,經濟艙,
12月20日 週五,中午12:50。,TPE,下午1:20。,NRT,捷星日本航空、美國航空,需轉機 1 次的航班。,3 小時 35 分鐘,16 小時 30 分鐘,No,Airbus A320,GK 14,經濟艙,
12月20日 週五,下午5:10。,TPE,"上午8:40 (星期六, 12月 21)。",ICN,韓亞航空,需轉機 1 次的航班。,18 小時 10 分鐘,31 小時 30 分鐘,No,Airbus A330,OZ 714,經濟艙,"08/21 - $22,879, 08/22 - $22,874, 08/23 - $22,874, 08/24 - $22,878, 08/25 - $22,878, 08/26 - $22,878, 08/27 - $22,865, 08/28 - $22,865, 08/29 - $22,875, 08/30 - $22,878, 08/31 - $22,874, 09/01 - $22,874, 09/02 - $22,874, 09/03 - $22,883, 09/04 - $22,886, 09/05 - $26,478, 09/06 - $22,894, 09/07 - $22,888, 09/08 - $22,888, 09/09 - $22,888, 09/10 - $22,886, 09/11 - $27,166, 09/12 - $24,562, 09/13 - $24,352, 09/14 - $24,350, 09/15 - $24,350, 09/16 - $24,350, 09/17 - $24,335, 09/18 - $24,328, 09/19 - $24,332, 09/20 - $24,337, 09/21 - $30,834, 09/22 - $30,834, 09/23 - $30,834, 09/24 - $30,836, 09/25 - $30,842, 09/26 - $30,832, 09/27 - $30,830, 09/28 - $30,821, 09/29 - $30,821, 09/30 - $30,821, 10/01 - $30,811, 10/02 - $30,816, 10/03 - $30,832, 10/04 - $26,903, 10/05 - $26,913, 10/06 - $26,913, 10/07 - $26,913, 10/08 - $30,867, 10/09 - $30,857, 10/10 - $30,859, 10/11 - $30,861, 10/12 - $30,862, 10/13 - $30,862, 10/14 - $26,930, 10/15 - $30,853, 10/16 - $26,923, 10/17 - $26,922, 10/18 - $30,854, 10/19 - $26,917, "
12月20日 週五,凌晨12:05。,TPE,清晨7:39。,SFO,星宇航空、阿拉斯加航空,需轉機 1 次的航班。,11 小時 10 分鐘,23 小時 34 分鐘,No,Airbus A350,JX 12,經濟艙,
12月20日 週五,晚上8:30。,TPE,晚上11:59。,SEA,星宇航空、阿拉斯加航空,需轉機 1 次的航班。,6 小時 6 分鐘,19 小時 29 分鐘,No,Airbus A350,JX 32,經濟艙,
12月20日 週五,下午3:00。,TPE,"上午9:05 (星期六, 12月 21)。",PVG,中國東方航空,需轉機 1 次的航班。,20 小時 10 分鐘,34 小時 5 分鐘,No,Airbus A330,MU 5008,經濟艙,
12月20日 週五,下午5:15。,TSA,"上午9:05 (星期六, 12月 21)。",SHA,中國東方航空,需轉機 1 次的航班。,18 小時 20 分鐘,31 小時 50 分鐘,No,Airbus A330,MU 5098,經濟艙,
12月20日 週五,下午6:40。,TPE,"上午9:05 (星期六, 12月 21)。",PVG,中國東方航空,需轉機 1 次的航班。,16 小時 45 分鐘,30 小時 25 分鐘,No,Airbus A330,MU 5006,經濟艙,
12月20日 週五,上午8:45。,TPE,上午9:05。,PVG,中華航空、中國東方航空,需轉機 1 次的航班。,2 小時 20 分鐘,16 小時 20 分鐘,No,Airbus A330,CI 501,經濟艙,
出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格歷史
12月23日 週一,晚上11:40。,TPE,晚上7:00。,LAX,星宇航空,直達航班。,Non-stop,11 小時 20 分鐘,No,Airbus A350,JX 2,經濟艙,"08/21 - $21,970, 08/22 - $21,965, 08/23 - $21,965, 08/24 - $21,970, 08/25 - $20,514, 08/26 - $20,514, 08/27 - $20,499, 08/28 - $20,499, 08/29 - $20,508, 08/30 - $18,835, 08/31 - $18,831, 09/01 - $18,831, 09/02 - $18,831, 09/03 - $18,831, 09/04 - $18,840, 09/05 - $18,847, 09/06 - $18,851, 09/07 - $18,844, 09/08 - $18,636, 09/09 - $17,826, 09/10 - $19,414, 09/11 - $19,414, 09/12 - $19,417, 09/13 - $19,424, 09/14 - $19,421, 09/15 - $19,421, 09/16 - $19,421, 09/17 - $19,406, 09/18 - $19,399, 09/19 - $19,399, 09/20 - $19,402, 09/21 - $19,406, 09/22 - $19,406, 09/23 - $19,406, 09/24 - $18,629, 09/25 - $18,629, 09/26 - $18,626, 09/27 - $20,301, 09/28 - $20,291, 09/29 - $20,291, 09/30 - $20,291, 10/01 - $20,280, 10/02 - $20,280, 10/03 - $20,285, 10/04 - $20,301, 10/05 - $20,315, 10/06 - $20,315, 10/07 - $20,315, 10/08 - $20,338, 10/09 - $20,328, 10/10 - $20,329, 10/11 - $20,331, 10/12 - $20,334, 10/13 - $20,334, 10/14 - $20,334, 10/15 - $18,447, 10/16 - $18,450, 10/17 - $18,450, 10/18 - $18,449, 10/19 - $18,447, "
12月23日 週一,晚上11:50。,TPE,晚上7:35。,LAX,中華航空,直達航班。,Non-stop,11 小時 45 分鐘,No,Boeing 777,CI 8,經濟艙,"08/21 - $20,375, 08/22 - $20,369, 08/23 - $20,369, 08/24 - $20,375, 08/25 - $20,375, 08/26 - $20,375, 08/27 - $20,357, 08/28 - $20,356, 08/29 - $20,367, 08/30 - $20,373, 08/31 - $20,367, 09/01 - $20,342, 09/02 - $20,342, 09/03 - $20,354, 09/04 - $20,359, 09/05 - $20,363, 09/06 - $19,833, 09/07 - $19,824, 09/08 - $19,616, 09/09 - $19,616, 09/10 - $19,615, 09/11 - $19,619, 09/12 - $19,630, 09/13 - $19,627, 09/14 - $19,624, 09/15 - $19,624, 09/16 - $19,624, 09/17 - $19,605, 09/18 - $19,595, 09/19 - $19,599, 09/20 - $19,607, 09/21 - $19,605, 09/22 - $19,605, 09/23 - $19,605, 09/24 - $19,607, 09/25 - $19,615, 09/26 - $19,603, 09/27 - $16,630, 09/28 - $16,618, 09/29 - $16,618, 09/30 - $21,710, 10/01 - $21,694, 10/02 - $21,786, 10/03 - $20,230, 10/04 - $20,233, 10/05 - $21,510, 10/06 - $21,510, 10/07 - $21,510, 10/08 - $21,539, 10/09 - $18,514, 10/10 - $18,516, 10/11 - $18,518, 10/12 - $18,522, 10/13 - $19,646, 10/14 - $19,646, 10/15 - $18,510, 10/16 - $18,514, 10/17 - $18,514, 10/18 - $18,737, 10/19 - $18,734, "
